SQL> SELECT * FROM UTILISATEUR_DIMENSION_DYNAMIQUE;

"ID_UTILISATEUR","PAYS_INSCRIPTION","PSEUDONYME","TRANCHE_AGE_CALCULEE","GENRE_DECLARE","TYPE_ABONNEMENT"
"8670","USA","User_8670","36-45","Non-d??clar??","Student"
"8674","USA","User_8674","46+","Femme","Student"
"8680","USA","User_8680","36-45","Homme","Student"
"8684","USA","User_8684","46+","Femme","Free"
"8685","USA","User_8685","18-25","Femme","Premium"
"8688","USA","User_8688","46+","Non-d??clar??","Student"
"8697","USA","User_8697","46+","Non-d??clar??","Free"
"8698","USA","User_8698","18-25","Femme","Premium"
"8703","USA","User_8703","46+","Non-d??clar??","Free"
"8704","USA","User_8704","26-35","Homme","Student"
"8709","USA","User_8709","46+","Femme","Premium"
"8710","USA","User_8710","26-35","Non-d??clar??","Free"
"8712","USA","User_8712","18-25","Non-d??clar??","Student"
"8726","USA","User_8726","26-35","Femme","Free"
"8731","USA","User_8731","46+","Non-d??clar??","Free"
"8734","USA","User_8734","46+","Non-d??clar??","Premium"
"8737","USA","User_8737","26-35","Femme","Free"
"8739","USA","User_8739","26-35","Femme","Free"
"8740","USA","User_8740","36-45","Femme","Free"
"8745","USA","User_8745","18-25","Homme","Student"
"8746","USA","User_8746","26-35","Femme","Free"
"8754","USA","User_8754","46+","Homme","Premium"
"8755","USA","User_8755","18-25","Homme","Free"
"8759","USA","User_8759","46+","Femme","Premium"
"8765","USA","User_8765","36-45","Non-d??clar??","Student"
"8771","USA","User_8771","46+","Non-d??clar??","Premium"
"8786","USA","User_8786","26-35","Homme","Premium"
"8792","USA","User_8792","46+","Non-d??clar??","Student"
"8795","USA","User_8795","26-35","Femme","Premium"
"8796","USA","User_8796","36-45","Femme","Student"
"8799","USA","User_8799","18-25","Femme","Premium"
"8800","USA","User_8800","26-35","Femme","Free"
"8802","USA","User_8802","46+","Non-d??clar??","Premium"
"8807","USA","User_8807","46+","Non-d??clar??","Premium"
"8811","USA","User_8811","26-35","Homme","Premium"
"8816","USA","User_8816","18-25","Homme","Free"
"8822","USA","User_8822","46+","Homme","Student"
"8824","USA","User_8824","36-45","Homme","Student"
"8825","USA","User_8825","36-45","Non-d??clar??","Student"
"8826","USA","User_8826","36-45","Femme","Free"
"8840","USA","User_8840","26-35","Homme","Free"
"8842","USA","User_8842","26-35","Homme","Student"
"8852","USA","User_8852","46+","Femme","Student"
"8856","USA","User_8856","46+","Non-d??clar??","Free"
"8857","USA","User_8857","26-35","Non-d??clar??","Premium"
"8863","USA","User_8863","18-25","Homme","Premium"
"8867","USA","User_8867","18-25","Homme","Free"
"8874","USA","User_8874","46+","Homme","Free"
"8881","USA","User_8881","46+","Non-d??clar??","Premium"
"8884","USA","User_8884","46+","Non-d??clar??","Student"
"8891","USA","User_8891","18-25","Homme","Premium"
"8894","USA","User_8894","36-45","Femme","Student"
"8896","USA","User_8896","46+","Femme","Free"
"8912","USA","User_8912","46+","Homme","Premium"
"8914","USA","User_8914","46+","Homme","Premium"
"8917","USA","User_8917","18-25","Non-d??clar??","Premium"
"8918","USA","User_8918","18-25","Non-d??clar??","Student"
"8919","USA","User_8919","18-25","Femme","Student"
"8922","USA","User_8922","18-25","Homme","Student"
"8923","USA","User_8923","46+","Homme","Premium"
"8925","USA","User_8925","36-45","Homme","Free"
"8943","USA","User_8943","46+","Femme","Premium"
"8944","USA","User_8944","36-45","Homme","Premium"
"8949","USA","User_8949","46+","Homme","Premium"
"8951","USA","User_8951","18-25","Homme","Free"
"8954","USA","User_8954","26-35","Non-d??clar??","Student"
"8956","USA","User_8956","46+","Homme","Free"
"8960","USA","User_8960","18-25","Non-d??clar??","Premium"
"8974","USA","User_8974","36-45","Homme","Free"
"8977","USA","User_8977","46+","Femme","Free"
"8978","USA","User_8978","18-25","Femme","Free"
"8979","USA","User_8979","18-25","Non-d??clar??","Free"
"8980","USA","User_8980","18-25","Femme","Free"
"8982","USA","User_8982","26-35","Non-d??clar??","Student"
"8986","USA","User_8986","26-35","Homme","Student"
"8989","USA","User_8989","26-35","Femme","Free"
"8994","USA","User_8994","36-45","Non-d??clar??","Premium"
"8999","USA","User_8999","26-35","Non-d??clar??","Premium"
"9003","USA","User_9003","26-35","Homme","Free"
"9004","USA","User_9004","18-25","Non-d??clar??","Premium"
"9005","USA","User_9005","36-45","Femme","Student"
"9007","USA","User_9007","36-45","Non-d??clar??","Student"
"9009","USA","User_9009","46+","Homme","Free"
"9012","USA","User_9012","46+","Non-d??clar??","Student"
"9017","USA","User_9017","36-45","Homme","Premium"
"9018","USA","User_9018","18-25","Femme","Free"
"9025","USA","User_9025","36-45","Homme","Premium"
"9028","USA","User_9028","36-45","Homme","Free"
"9036","USA","User_9036","46+","Femme","Student"
"9038","USA","User_9038","46+","Homme","Free"
"9039","USA","User_9039","36-45","Non-d??clar??","Student"
"9045","USA","User_9045","18-25","Non-d??clar??","Student"
"9052","USA","User_9052","36-45","Homme","Free"
"9057","USA","User_9057","18-25","Homme","Premium"
"9058","USA","User_9058","18-25","Homme","Premium"
"9061","USA","User_9061","26-35","Femme","Free"
"9064","USA","User_9064","36-45","Homme","Free"
"9065","USA","User_9065","36-45","Non-d??clar??","Premium"
"9067","USA","User_9067","26-35","Femme","Premium"
"9069","USA","User_9069","26-35","Femme","Premium"
"9076","USA","User_9076","26-35","Femme","Premium"
"9083","USA","User_9083","26-35","Non-d??clar??","Student"
"9084","USA","User_9084","36-45","Femme","Premium"
"9086","USA","User_9086","36-45","Femme","Free"
"9087","USA","User_9087","36-45","Non-d??clar??","Premium"
"9095","USA","User_9095","26-35","Homme","Student"
"9112","USA","User_9112","46+","Femme","Student"
"9119","USA","User_9119","18-25","Homme","Student"
"9120","USA","User_9120","36-45","Homme","Free"
"9121","USA","User_9121","18-25","Femme","Free"
"9126","USA","User_9126","46+","Homme","Free"
"9127","USA","User_9127","36-45","Femme","Premium"
"9134","USA","User_9134","46+","Non-d??clar??","Free"
"9143","USA","User_9143","26-35","Homme","Premium"
"9148","USA","User_9148","18-25","Femme","Student"
"9150","USA","User_9150","36-45","Non-d??clar??","Student"
"9152","USA","User_9152","18-25","Homme","Premium"
"9155","USA","User_9155","46+","Femme","Student"
"9166","USA","User_9166","18-25","Homme","Free"
"9170","USA","User_9170","36-45","Femme","Free"
"9171","USA","User_9171","18-25","Femme","Student"
"9174","USA","User_9174","46+","Homme","Premium"
"9175","USA","User_9175","36-45","Non-d??clar??","Free"
"9177","USA","User_9177","46+","Non-d??clar??","Premium"
"9178","USA","User_9178","46+","Homme","Premium"
"9180","USA","User_9180","36-45","Non-d??clar??","Premium"
"9183","USA","User_9183","36-45","Non-d??clar??","Free"
"9184","USA","User_9184","36-45","Homme","Premium"
"9185","USA","User_9185","18-25","Non-d??clar??","Free"
"9186","USA","User_9186","18-25","Homme","Premium"
"9191","USA","User_9191","26-35","Homme","Free"
"9192","USA","User_9192","26-35","Femme","Premium"
"9195","USA","User_9195","18-25","Non-d??clar??","Premium"
"9198","USA","User_9198","36-45","Non-d??clar??","Free"
"9210","USA","User_9210","46+","Non-d??clar??","Free"
"9214","USA","User_9214","18-25","Femme","Free"
"9221","USA","User_9221","46+","Femme","Student"
"9223","USA","User_9223","46+","Homme","Free"
"9225","USA","User_9225","36-45","Homme","Free"
"9229","USA","User_9229","18-25","Homme","Free"
"9231","USA","User_9231","18-25","Homme","Student"
"9232","USA","User_9232","46+","Homme","Premium"
"9235","USA","User_9235","26-35","Homme","Student"
"9237","USA","User_9237","18-25","Homme","Free"
"9241","USA","User_9241","46+","Femme","Free"
"9243","USA","User_9243","36-45","Non-d??clar??","Free"
"9246","USA","User_9246","36-45","Homme","Free"
"9250","USA","User_9250","26-35","Homme","Free"
"9262","USA","User_9262","36-45","Homme","Premium"
"9265","USA","User_9265","46+","Femme","Free"
"9274","USA","User_9274","36-45","Homme","Student"
"9281","USA","User_9281","46+","Femme","Student"
"9286","USA","User_9286","36-45","Homme","Student"
"9289","USA","User_9289","18-25","Femme","Student"
"9290","USA","User_9290","18-25","Non-d??clar??","Student"
"9291","USA","User_9291","36-45","Non-d??clar??","Premium"
"9292","USA","User_9292","18-25","Homme","Free"
"9294","USA","User_9294","18-25","Femme","Premium"
"9295","USA","User_9295","46+","Non-d??clar??","Premium"
"9299","USA","User_9299","46+","Non-d??clar??","Student"
"9300","USA","User_9300","36-45","Non-d??clar??","Free"
"9302","USA","User_9302","36-45","Homme","Student"
"9309","USA","User_9309","36-45","Femme","Free"
"9311","USA","User_9311","36-45","Non-d??clar??","Premium"
"9314","USA","User_9314","26-35","Non-d??clar??","Student"
"9317","USA","User_9317","36-45","Non-d??clar??","Student"
"9318","USA","User_9318","36-45","Non-d??clar??","Free"
"9319","USA","User_9319","36-45","Homme","Student"
"9323","USA","User_9323","46+","Femme","Premium"
"9333","USA","User_9333","18-25","Non-d??clar??","Free"
"9343","USA","User_9343","36-45","Homme","Premium"
"9348","USA","User_9348","26-35","Non-d??clar??","Free"
"9350","USA","User_9350","26-35","Femme","Premium"
"9353","USA","User_9353","26-35","Homme","Free"
"9356","USA","User_9356","26-35","Femme","Premium"
"9359","USA","User_9359","26-35","Non-d??clar??","Premium"
"9361","USA","User_9361","18-25","Femme","Student"
"9371","USA","User_9371","36-45","Femme","Student"
"9374","USA","User_9374","36-45","Femme","Free"
"9375","USA","User_9375","36-45","Non-d??clar??","Student"
"9378","USA","User_9378","18-25","Homme","Student"
"9382","USA","User_9382","36-45","Non-d??clar??","Student"
"9386","USA","User_9386","46+","Non-d??clar??","Premium"
"9388","USA","User_9388","18-25","Homme","Premium"
"9400","USA","User_9400","26-35","Non-d??clar??","Premium"
"9406","USA","User_9406","26-35","Non-d??clar??","Student"
"9412","USA","User_9412","18-25","Non-d??clar??","Student"
"9425","USA","User_9425","18-25","Femme","Premium"
"9427","USA","User_9427","26-35","Femme","Student"
"9430","USA","User_9430","36-45","Non-d??clar??","Student"
"9432","USA","User_9432","26-35","Femme","Student"
"9440","USA","User_9440","18-25","Homme","Premium"
"9444","USA","User_9444","26-35","Homme","Premium"
"9446","USA","User_9446","26-35","Femme","Student"
"9449","USA","User_9449","26-35","Femme","Free"
"9451","USA","User_9451","18-25","Non-d??clar??","Free"
"9456","USA","User_9456","36-45","Non-d??clar??","Free"
"9458","USA","User_9458","26-35","Non-d??clar??","Free"
"9459","USA","User_9459","18-25","Femme","Free"
"9462","USA","User_9462","26-35","Homme","Student"
"9466","USA","User_9466","26-35","Homme","Free"
"9483","USA","User_9483","18-25","Homme","Premium"
"9488","USA","User_9488","18-25","Non-d??clar??","Premium"
"9491","USA","User_9491","26-35","Femme","Free"
"9496","USA","User_9496","36-45","Femme","Free"
"9497","USA","User_9497","26-35","Homme","Free"
"9505","USA","User_9505","36-45","Non-d??clar??","Premium"
"9506","USA","User_9506","18-25","Non-d??clar??","Free"
"9509","USA","User_9509","18-25","Homme","Student"
"9510","USA","User_9510","26-35","Femme","Premium"
"9512","USA","User_9512","46+","Non-d??clar??","Premium"
"9513","USA","User_9513","36-45","Homme","Student"
"9526","USA","User_9526","46+","Femme","Free"
"9527","USA","User_9527","36-45","Femme","Free"
"9528","USA","User_9528","46+","Homme","Free"
"9532","USA","User_9532","18-25","Femme","Student"
"9533","USA","User_9533","46+","Non-d??clar??","Free"
"9535","USA","User_9535","46+","Femme","Student"
"9541","USA","User_9541","26-35","Femme","Premium"
"9544","USA","User_9544","26-35","Femme","Free"
"9554","USA","User_9554","26-35","Non-d??clar??","Student"
"9561","USA","User_9561","26-35","Non-d??clar??","Student"
"9564","USA","User_9564","18-25","Femme","Student"
"9576","USA","User_9576","18-25","Non-d??clar??","Free"
"9578","USA","User_9578","18-25","Femme","Premium"
"9579","USA","User_9579","36-45","Homme","Free"
"9580","USA","User_9580","36-45","Non-d??clar??","Premium"
"9581","USA","User_9581","26-35","Homme","Student"
"9588","USA","User_9588","18-25","Homme","Free"
"9592","USA","User_9592","36-45","Non-d??clar??","Student"
"9593","USA","User_9593","26-35","Homme","Premium"
"9596","USA","User_9596","26-35","Non-d??clar??","Free"
"9600","USA","User_9600","26-35","Non-d??clar??","Free"
"9608","USA","User_9608","26-35","Homme","Free"
"9609","USA","User_9609","36-45","Non-d??clar??","Premium"
"9613","USA","User_9613","36-45","Femme","Free"
"9614","USA","User_9614","26-35","Non-d??clar??","Free"
"9618","USA","User_9618","26-35","Femme","Student"
"9622","USA","User_9622","36-45","Femme","Premium"
"9623","USA","User_9623","18-25","Non-d??clar??","Student"
"9627","USA","User_9627","36-45","Femme","Free"
"9628","USA","User_9628","18-25","Femme","Student"
"9630","USA","User_9630","18-25","Femme","Free"
"9633","USA","User_9633","46+","Homme","Premium"
"9634","USA","User_9634","46+","Homme","Student"
"9637","USA","User_9637","26-35","Non-d??clar??","Student"
"9643","USA","User_9643","36-45","Femme","Premium"
"9658","USA","User_9658","46+","Non-d??clar??","Free"
"9669","USA","User_9669","26-35","Non-d??clar??","Free"
"9674","USA","User_9674","26-35","Femme","Student"
"9677","USA","User_9677","18-25","Homme","Free"
"9687","USA","User_9687","18-25","Femme","Free"
"9689","USA","User_9689","26-35","Femme","Free"
"9692","USA","User_9692","36-45","Homme","Free"
"9697","USA","User_9697","46+","Homme","Premium"
"9701","USA","User_9701","26-35","Non-d??clar??","Free"
"9706","USA","User_9706","26-35","Homme","Premium"
"9711","USA","User_9711","26-35","Homme","Student"
"9713","USA","User_9713","18-25","Homme","Free"
"9714","USA","User_9714","18-25","Femme","Student"
"9715","USA","User_9715","46+","Homme","Student"
"9718","USA","User_9718","46+","Non-d??clar??","Free"
"9721","USA","User_9721","36-45","Homme","Free"
"9727","USA","User_9727","26-35","Non-d??clar??","Premium"
"9731","USA","User_9731","26-35","Femme","Student"
"9732","USA","User_9732","26-35","Homme","Free"
"9739","USA","User_9739","46+","Non-d??clar??","Premium"
"9742","USA","User_9742","36-45","Non-d??clar??","Free"
"9745","USA","User_9745","46+","Homme","Premium"
"9750","USA","User_9750","46+","Homme","Premium"
"9751","USA","User_9751","26-35","Homme","Student"
"9754","USA","User_9754","18-25","Femme","Premium"
"9755","USA","User_9755","18-25","Femme","Free"
"9759","USA","User_9759","36-45","Femme","Free"
"9763","USA","User_9763","36-45","Non-d??clar??","Free"
"9764","USA","User_9764","46+","Femme","Premium"
"9766","USA","User_9766","26-35","Homme","Student"
"9779","USA","User_9779","26-35","Non-d??clar??","Premium"
"9782","USA","User_9782","26-35","Femme","Free"
"9783","USA","User_9783","18-25","Femme","Premium"
"9792","USA","User_9792","36-45","Homme","Free"
"9797","USA","User_9797","18-25","Femme","Free"
"9802","USA","User_9802","26-35","Femme","Premium"
"9804","USA","User_9804","26-35","Non-d??clar??","Student"
"9805","USA","User_9805","18-25","Femme","Student"
"9809","USA","User_9809","36-45","Femme","Free"
"9822","USA","User_9822","36-45","Homme","Free"
"9826","USA","User_9826","26-35","Homme","Student"
"9833","USA","User_9833","26-35","Femme","Student"
"9834","USA","User_9834","18-25","Homme","Student"
"9839","USA","User_9839","26-35","Non-d??clar??","Free"
"9841","USA","User_9841","46+","Non-d??clar??","Premium"
"9842","USA","User_9842","46+","Non-d??clar??","Free"
"9847","USA","User_9847","36-45","Femme","Free"
"9856","USA","User_9856","18-25","Non-d??clar??","Free"
"9858","USA","User_9858","36-45","Non-d??clar??","Premium"
"9864","USA","User_9864","36-45","Homme","Student"
"9872","USA","User_9872","46+","Femme","Student"
"9875","USA","User_9875","18-25","Homme","Free"
"9876","USA","User_9876","18-25","Femme","Student"
"9883","USA","User_9883","26-35","Femme","Free"
"9885","USA","User_9885","36-45","Femme","Free"
"9889","USA","User_9889","46+","Homme","Free"
"9890","USA","User_9890","18-25","Homme","Student"
"9894","USA","User_9894","46+","Non-d??clar??","Premium"
"9899","USA","User_9899","46+","Non-d??clar??","Premium"
"9901","USA","User_9901","18-25","Homme","Free"
"9914","USA","User_9914","36-45","Non-d??clar??","Free"
"9922","USA","User_9922","36-45","Femme","Student"
"9923","USA","User_9923","18-25","Homme","Premium"
"9927","USA","User_9927","46+","Homme","Free"
"9928","USA","User_9928","46+","Homme","Student"
"9932","USA","User_9932","18-25","Non-d??clar??","Student"
"9935","USA","User_9935","18-25","Non-d??clar??","Premium"
"9938","USA","User_9938","18-25","Femme","Student"
"9945","USA","User_9945","46+","Non-d??clar??","Free"
"9947","USA","User_9947","46+","Homme","Premium"
"9950","USA","User_9950","18-25","Non-d??clar??","Premium"
"9953","USA","User_9953","26-35","Non-d??clar??","Premium"
"9954","USA","User_9954","26-35","Non-d??clar??","Free"
"9961","USA","User_9961","36-45","Non-d??clar??","Free"
"9963","USA","User_9963","18-25","Homme","Free"
"9968","USA","User_9968","36-45","Non-d??clar??","Student"
"9972","USA","User_9972","46+","Homme","Student"
"9973","USA","User_9973","18-25","Homme","Student"
"9980","USA","User_9980","26-35","Femme","Student"
"9983","USA","User_9983","46+","Femme","Student"
"9984","USA","User_9984","18-25","Femme","Student"
"9994","USA","User_9994","26-35","Homme","Premium"
"9996","USA","User_9996","36-45","Femme","Premium"
"9997","USA","User_9997","18-25","Non-d??clar??","Student"
"10002","USA","User_10002","26-35","Homme","Student"
"10004","USA","User_10004","26-35","Non-d??clar??","Free"
"10017","USA","User_10017","26-35","Non-d??clar??","Student"
"10020","USA","User_10020","18-25","Non-d??clar??","Free"
"10021","USA","User_10021","46+","Femme","Free"
"10024","USA","User_10024","46+","Homme","Free"
"10026","USA","User_10026","36-45","Femme","Premium"
"10028","USA","User_10028","26-35","Homme","Student"
"10030","USA","User_10030","36-45","Non-d??clar??","Free"
"10032","USA","User_10032","26-35","Non-d??clar??","Student"
"10041","USA","User_10041","26-35","Homme","Premium"
"10046","USA","User_10046","36-45","Femme","Student"
"10047","USA","User_10047","18-25","Non-d??clar??","Free"
"10051","USA","User_10051","26-35","Homme","Free"
"10052","USA","User_10052","18-25","Non-d??clar??","Premium"
"10059","USA","User_10059","26-35","Femme","Free"
"10062","USA","User_10062","36-45","Homme","Premium"
"10064","USA","User_10064","26-35","Femme","Premium"
"10065","USA","User_10065","36-45","Homme","Student"
"10066","USA","User_10066","26-35","Non-d??clar??","Free"
"10068","USA","User_10068","26-35","Non-d??clar??","Premium"
"10081","USA","User_10081","18-25","Non-d??clar??","Free"
"10085","USA","User_10085","36-45","Homme","Free"
"10086","USA","User_10086","46+","Femme","Premium"
"10094","USA","User_10094","46+","Non-d??clar??","Free"
"10095","USA","User_10095","26-35","Non-d??clar??","Free"
"10100","USA","User_10100","26-35","Femme","Premium"
"10107","USA","User_10107","26-35","Non-d??clar??","Free"
"10109","USA","User_10109","46+","Homme","Free"
"10113","USA","User_10113","18-25","Non-d??clar??","Free"
"10119","USA","User_10119","36-45","Femme","Student"
"10120","USA","User_10120","36-45","Femme","Student"
"10125","USA","User_10125","18-25","Non-d??clar??","Premium"
"10126","USA","User_10126","36-45","Homme","Student"
"10128","USA","User_10128","36-45","Femme","Premium"
"10137","USA","User_10137","36-45","Non-d??clar??","Free"
"10139","USA","User_10139","36-45","Non-d??clar??","Free"
"10140","USA","User_10140","46+","Non-d??clar??","Student"
"10143","USA","User_10143","46+","Homme","Student"
"10144","USA","User_10144","26-35","Homme","Student"
"10145","USA","User_10145","46+","Homme","Student"
"10147","USA","User_10147","26-35","Femme","Student"
"10150","USA","User_10150","18-25","Non-d??clar??","Student"
"10155","USA","User_10155","36-45","Non-d??clar??","Premium"
"10157","USA","User_10157","26-35","Homme","Premium"
"10161","USA","User_10161","26-35","Homme","Student"
"10162","USA","User_10162","46+","Femme","Premium"
"10164","USA","User_10164","46+","Homme","Free"
"10166","USA","User_10166","18-25","Femme","Student"
"10169","USA","User_10169","46+","Homme","Student"
"10181","USA","User_10181","36-45","Homme","Student"
"10182","USA","User_10182","36-45","Non-d??clar??","Student"
"10185","USA","User_10185","46+","Non-d??clar??","Free"
"10186","USA","User_10186","46+","Homme","Student"
"10196","USA","User_10196","26-35","Non-d??clar??","Premium"
"10199","USA","User_10199","36-45","Homme","Student"
"10201","USA","User_10201","26-35","Non-d??clar??","Free"
"10202","USA","User_10202","18-25","Homme","Free"
"10216","USA","User_10216","26-35","Homme","Free"
"10219","USA","User_10219","26-35","Homme","Free"
"10221","USA","User_10221","46+","Non-d??clar??","Student"
"10222","USA","User_10222","36-45","Homme","Student"
"10246","USA","User_10246","46+","Homme","Premium"
"10247","USA","User_10247","36-45","Homme","Premium"
"10249","USA","User_10249","26-35","Homme","Premium"
"10258","USA","User_10258","18-25","Femme","Free"
"10260","USA","User_10260","26-35","Femme","Premium"
"10263","USA","User_10263","26-35","Non-d??clar??","Free"
"10268","USA","User_10268","18-25","Non-d??clar??","Premium"
"10271","USA","User_10271","26-35","Homme","Student"
"10287","USA","User_10287","26-35","Femme","Student"
"10293","USA","User_10293","36-45","Femme","Free"
"10297","USA","User_10297","26-35","Homme","Premium"
"10300","USA","User_10300","18-25","Femme","Free"
"10305","USA","User_10305","46+","Non-d??clar??","Premium"
"10313","USA","User_10313","46+","Homme","Student"
"10315","USA","User_10315","36-45","Femme","Student"
"10318","USA","User_10318","46+","Non-d??clar??","Student"
"10322","USA","User_10322","46+","Non-d??clar??","Student"
"10328","USA","User_10328","18-25","Non-d??clar??","Free"
"10329","USA","User_10329","36-45","Homme","Student"
"10332","USA","User_10332","36-45","Femme","Student"
"10334","USA","User_10334","36-45","Non-d??clar??","Free"
"10336","USA","User_10336","26-35","Homme","Student"
"10343","USA","User_10343","46+","Homme","Free"
"10346","USA","User_10346","26-35","Homme","Student"
"10350","USA","User_10350","18-25","Non-d??clar??","Free"
"10351","USA","User_10351","18-25","Homme","Student"
"10361","USA","User_10361","46+","Homme","Free"
"10367","USA","User_10367","26-35","Non-d??clar??","Free"
"10368","USA","User_10368","46+","Homme","Free"
"10369","USA","User_10369","46+","Non-d??clar??","Student"
"10377","USA","User_10377","26-35","Femme","Student"
"10382","USA","User_10382","36-45","Femme","Premium"
"10385","USA","User_10385","46+","Femme","Student"
"10386","USA","User_10386","26-35","Homme","Student"
"10390","USA","User_10390","46+","Homme","Student"
"10395","USA","User_10395","18-25","Homme","Premium"
"10396","USA","User_10396","26-35","Femme","Free"
"10401","USA","User_10401","26-35","Homme","Premium"
"10412","USA","User_10412","18-25","Femme","Student"
"10419","USA","User_10419","18-25","Femme","Student"
"10421","USA","User_10421","36-45","Homme","Student"
"10428","USA","User_10428","18-25","Homme","Free"
"10431","USA","User_10431","18-25","Non-d??clar??","Free"
"10440","USA","User_10440","26-35","Femme","Free"
"10450","USA","User_10450","46+","Femme","Free"
"10453","USA","User_10453","18-25","Femme","Premium"
"10459","USA","User_10459","36-45","Homme","Free"
"10470","USA","User_10470","18-25","Homme","Student"
"10471","USA","User_10471","46+","Femme","Student"
"10486","USA","User_10486","36-45","Non-d??clar??","Student"
"10491","USA","User_10491","18-25","Femme","Student"
"10497","USA","User_10497","36-45","Femme","Free"
"10502","USA","User_10502","36-45","Non-d??clar??","Premium"
"10510","USA","User_10510","18-25","Femme","Free"
"10512","USA","User_10512","36-45","Homme","Premium"
"10514","USA","User_10514","46+","Femme","Student"
"10515","USA","User_10515","18-25","Non-d??clar??","Free"
"10518","USA","User_10518","36-45","Homme","Student"
"10520","USA","User_10520","46+","Femme","Student"
"10522","USA","User_10522","36-45","Non-d??clar??","Student"
"10523","USA","User_10523","26-35","Homme","Free"
"10525","USA","User_10525","26-35","Non-d??clar??","Student"
"10530","USA","User_10530","18-25","Femme","Free"
"10532","USA","User_10532","26-35","Homme","Premium"
"10535","USA","User_10535","36-45","Femme","Free"
"10539","USA","User_10539","36-45","Non-d??clar??","Free"
"10541","USA","User_10541","36-45","Homme","Free"
"10550","USA","User_10550","26-35","Homme","Student"
"10562","USA","User_10562","36-45","Non-d??clar??","Student"
"10567","USA","User_10567","36-45","Homme","Free"
"10569","USA","User_10569","26-35","Non-d??clar??","Student"
"10571","USA","User_10571","26-35","Femme","Free"
"10573","USA","User_10573","26-35","Non-d??clar??","Free"
"10575","USA","User_10575","26-35","Homme","Student"
"10585","USA","User_10585","46+","Non-d??clar??","Premium"
"10592","USA","User_10592","46+","Homme","Student"
"10593","USA","User_10593","26-35","Femme","Free"
"10606","USA","User_10606","18-25","Non-d??clar??","Premium"
"10615","USA","User_10615","46+","Non-d??clar??","Student"
"10617","USA","User_10617","26-35","Non-d??clar??","Student"
"10619","USA","User_10619","26-35","Femme","Premium"
"10628","USA","User_10628","26-35","Non-d??clar??","Student"
"10636","USA","User_10636","36-45","Homme","Premium"
"10637","USA","User_10637","46+","Non-d??clar??","Premium"
"10641","USA","User_10641","26-35","Femme","Student"
"10642","USA","User_10642","36-45","Homme","Free"
"10643","USA","User_10643","46+","Non-d??clar??","Premium"
"10648","USA","User_10648","36-45","Femme","Student"
"10651","USA","User_10651","36-45","Homme","Student"
"10652","USA","User_10652","46+","Non-d??clar??","Free"
"10657","USA","User_10657","26-35","Non-d??clar??","Premium"
"10658","USA","User_10658","46+","Non-d??clar??","Premium"
"10667","USA","User_10667","36-45","Femme","Student"
"10669","USA","User_10669","26-35","Non-d??clar??","Premium"
"10680","USA","User_10680","18-25","Non-d??clar??","Student"
"10685","USA","User_10685","26-35","Non-d??clar??","Premium"
"10691","USA","User_10691","36-45","Non-d??clar??","Student"
"10692","USA","User_10692","26-35","Non-d??clar??","Free"
"10698","USA","User_10698","46+","Homme","Free"
"10710","USA","User_10710","18-25","Homme","Free"
"10714","USA","User_10714","18-25","Homme","Student"
"10715","USA","User_10715","18-25","Non-d??clar??","Free"
"10717","USA","User_10717","26-35","Non-d??clar??","Premium"
"10724","USA","User_10724","36-45","Non-d??clar??","Premium"
"10734","USA","User_10734","26-35","Homme","Student"
"10735","USA","User_10735","26-35","Non-d??clar??","Free"
"10737","USA","User_10737","18-25","Homme","Premium"
"10740","USA","User_10740","46+","Homme","Free"
"10743","USA","User_10743","46+","Homme","Student"
"10750","USA","User_10750","46+","Homme","Student"
"10754","USA","User_10754","36-45","Non-d??clar??","Free"
"10756","USA","User_10756","36-45","Femme","Student"
"10758","USA","User_10758","36-45","Femme","Free"
"10762","USA","User_10762","18-25","Homme","Student"
"10765","USA","User_10765","26-35","Homme","Student"
"10766","USA","User_10766","36-45","Femme","Student"
"10776","USA","User_10776","46+","Homme","Free"
"10783","USA","User_10783","36-45","Homme","Free"
"10787","USA","User_10787","18-25","Non-d??clar??","Premium"
"10789","USA","User_10789","36-45","Homme","Premium"
"10796","USA","User_10796","36-45","Non-d??clar??","Free"
"10801","USA","User_10801","46+","Homme","Free"
"10802","USA","User_10802","18-25","Homme","Free"
"10803","USA","User_10803","26-35","Femme","Premium"
"10805","USA","User_10805","18-25","Femme","Free"
"10807","USA","User_10807","46+","Femme","Student"
"10813","USA","User_10813","26-35","Non-d??clar??","Premium"
"10818","USA","User_10818","18-25","Femme","Premium"
"10823","USA","User_10823","26-35","Non-d??clar??","Free"
"10825","USA","User_10825","46+","Femme","Free"
"10829","USA","User_10829","18-25","Homme","Free"
"10832","USA","User_10832","18-25","Non-d??clar??","Premium"
"10834","USA","User_10834","18-25","Femme","Premium"
"10838","USA","User_10838","26-35","Non-d??clar??","Student"
"10840","USA","User_10840","46+","Non-d??clar??","Free"
"10845","USA","User_10845","36-45","Femme","Free"
"10855","USA","User_10855","18-25","Femme","Free"
"10858","USA","User_10858","36-45","Non-d??clar??","Free"
"10860","USA","User_10860","26-35","Non-d??clar??","Student"
"10861","USA","User_10861","18-25","Non-d??clar??","Free"
"10862","USA","User_10862","18-25","Homme","Free"
"10866","USA","User_10866","46+","Femme","Free"
"10873","USA","User_10873","26-35","Homme","Student"
"10883","USA","User_10883","36-45","Homme","Free"
"10884","USA","User_10884","36-45","Homme","Free"
