SQL> SELECT * FROM CONTENU_DIMENSION;

"ID_CONTENU","TITRE","TYPE_MEDIA","NOM_ARTISTE","NOM_ALBUM","GENRE","CODE_ISRC","DUREE_SECONDES","DATE_SORTIE","FLAG_PAROLES_DISPONIBLES","FLAG_CONTENU_EXPLICITE"
"1718","Titre G??n??r?? 1718","Podcast","Artiste 9","Album 32","Tech","DFROK1JTVXHQ",1112,"02/11/2023",0,1
"1719","Titre G??n??r?? 1719","Audiobook","Artiste 7","Album 2","Divers","CQWG9R3WCAX1",3266,"04/11/2024",0,1
"1720","Titre G??n??r?? 1720","Podcast","Artiste 2","Album 21","Rock","MU43VO2RAMIQ",2580,"17/01/2024",1,0
"1721","Titre G??n??r?? 1721","Audiobook","Artiste 86","Album 28","Divers","IMVRVYARGO48",3070,"15/04/2023",0,1
"1722","Titre G??n??r?? 1722","Musique","Artiste 97","Album 11","Tech","KQM1UVGVT1GT",1760,"25/07/2023",0,0
"1723","Titre G??n??r?? 1723","Audiobook","Artiste 41","Album 44","Rock","JE04RLP1I6YD",1827,"24/05/2023",1,0
"1724","Titre G??n??r?? 1724","Podcast","Artiste 32","Album 33","News","ZTLXYALLJXBO",650,"09/06/2023",1,0
"1725","Titre G??n??r?? 1725","Musique","Artiste 35","Album 4","Rock","BK9B8EZTMT2P",626,"24/11/2023",0,0
"1726","Titre G??n??r?? 1726","Podcast","Artiste 60","Album 36","Rock","NAPOENJPJ0JF",2657,"09/10/2024",0,0
"1727","Titre G??n??r?? 1727","Musique","Artiste 59","Album 38","Tech","DRAPEK0NTFHQ",1409,"10/07/2024",0,0
"1728","Titre G??n??r?? 1728","Musique","Artiste 80","Album 3","News","LO8CR3WB10XL",1005,"11/01/2023",0,1
"1729","Titre G??n??r?? 1729","Podcast","Artiste 74","Album 17","Rock","CAGXTLWSQ3ZK",548,"07/01/2023",1,1
"1730","Titre G??n??r?? 1730","Audiobook","Artiste 21","Album 2","Tech","PY93FIOZJEQ5",3030,"19/12/2023",1,0
"1731","Titre G??n??r?? 1731","Musique","Artiste 15","Album 8","Tech","FXW61UH172E7",2472,"19/02/2024",0,1
"1732","Titre G??n??r?? 1732","Podcast","Artiste 13","Album 46","Rock","AQYKLPTA53DZ",465,"08/10/2024",1,1
"1733","Titre G??n??r?? 1733","Audiobook","Artiste 73","Album 7","News","PB67Z2NEMNL5",2800,"18/03/2023",0,1
"1734","Titre G??n??r?? 1734","Podcast","Artiste 71","Album 24","Pop","YW0CZ1THBH55",714,"18/03/2023",1,1
"1735","Titre G??n??r?? 1735","Audiobook","Artiste 61","Album 48","Rock","JKGX6FRQM5TQ",2133,"21/04/2023",1,1
"1736","Titre G??n??r?? 1736","Musique","Artiste 2","Album 34","Rock","NVJTR55GP0ZZ",503,"26/10/2024",0,0
"1737","Titre G??n??r?? 1737","Musique","Artiste 77","Album 4","News","EQ7WM5QA49A7",1584,"01/01/2024",0,0
"1738","Titre G??n??r?? 1738","Podcast","Artiste 61","Album 19","Divers","LTQR3XUUX27A",2351,"17/09/2024",0,0
"1739","Titre G??n??r?? 1739","Audiobook","Artiste 30","Album 5","Divers","KLO5J13PKI1P",1908,"11/07/2024",0,0
"1740","Titre G??n??r?? 1740","Podcast","Artiste 6","Album 38","Tech","FYKR5IDET4ZZ",259,"09/02/2023",0,1
"1741","Titre G??n??r?? 1741","Audiobook","Artiste 82","Album 23","News","LXKGULK7YZP6",948,"14/04/2024",1,1
"1742","Titre G??n??r?? 1742","Audiobook","Artiste 5","Album 27","Rock","ECOMK3PAMUX0",3437,"03/09/2023",0,0
"1743","Titre G??n??r?? 1743","Podcast","Artiste 14","Album 49","Pop","NCK2SMJ13LCY",3265,"07/04/2023",0,0
"1744","Titre G??n??r?? 1744","Audiobook","Artiste 30","Album 37","Tech","LM7WCQ8TSMNH",525,"27/03/2023",0,1
"1745","Titre G??n??r?? 1745","Audiobook","Artiste 23","Album 32","News","SC8IZ60YNRJ0",2258,"22/05/2023",0,1
"1746","Titre G??n??r?? 1746","Audiobook","Artiste 81","Album 44","News","GFJ8QSWMDWNP",1392,"03/01/2023",1,0
"1747","Titre G??n??r?? 1747","Audiobook","Artiste 23","Album 43","Divers","MUTFTODYXBKY",1598,"03/05/2023",1,0
"1748","Titre G??n??r?? 1748","Audiobook","Artiste 16","Album 7","Rock","CRN0RJGAFVVA",2189,"11/05/2024",0,0
"1749","Titre G??n??r?? 1749","Audiobook","Artiste 89","Album 9","News","CMKS2J5854SR",3215,"01/01/2024",0,0
"1750","Titre G??n??r?? 1750","Musique","Artiste 28","Album 36","Rock","NG8J0L0B224Y",2346,"13/05/2024",0,0
"1751","Titre G??n??r?? 1751","Musique","Artiste 81","Album 14","Divers","RG2BDVJXZRBE",516,"23/10/2023",0,0
"1752","Titre G??n??r?? 1752","Musique","Artiste 60","Album 6","Pop","PG7TUXX3CA60",1873,"30/06/2024",1,1
"1753","Titre G??n??r?? 1753","Musique","Artiste 79","Album 23","Pop","JIQ7HB3QB9BT",359,"09/12/2023",1,1
"1754","Titre G??n??r?? 1754","Musique","Artiste 99","Album 21","News","ESXIJVB87O4G",3400,"05/08/2024",0,0
"1755","Titre G??n??r?? 1755","Podcast","Artiste 31","Album 27","Pop","EGXFRWJOSZN9",1854,"12/10/2023",1,1
"1756","Titre G??n??r?? 1756","Musique","Artiste 5","Album 22","News","ZF692OWOS9OB",962,"31/08/2023",0,1
"1757","Titre G??n??r?? 1757","Podcast","Artiste 48","Album 9","Rock","WZIP2MC6VSSK",1931,"01/06/2024",0,0
"1758","Titre G??n??r?? 1758","Audiobook","Artiste 83","Album 5","Tech","EFZ1CS74VO74",122,"23/10/2024",0,0
"1759","Titre G??n??r?? 1759","Audiobook","Artiste 54","Album 22","Divers","MS8B03L668IS",2554,"27/04/2023",0,0
"1760","Titre G??n??r?? 1760","Audiobook","Artiste 71","Album 42","Divers","IOAWQ7ND9U7E",1938,"21/08/2023",1,0
"1761","Titre G??n??r?? 1761","Musique","Artiste 58","Album 11","Tech","ASWLUJBRN905",381,"21/05/2024",1,0
"1762","Titre G??n??r?? 1762","Audiobook","Artiste 88","Album 35","Rock","YUKPKEZ1QKQS",1570,"13/06/2024",1,0
"1763","Titre G??n??r?? 1763","Musique","Artiste 62","Album 33","Rock","MRJDK3LF7LH9",1430,"13/07/2024",0,1
"1764","Titre G??n??r?? 1764","Musique","Artiste 90","Album 31","Tech","CBJ30KB6CJLD",1996,"22/06/2023",1,1
"1765","Titre G??n??r?? 1765","Audiobook","Artiste 17","Album 7","News","AMB4DYDJN6Q7",2496,"09/06/2023",0,0
"1766","Titre G??n??r?? 1766","Musique","Artiste 84","Album 28","Divers","QESRU5S9YDD5",1381,"15/10/2024",1,0
"1767","Titre G??n??r?? 1767","Musique","Artiste 93","Album 32","News","TBE1R2US38FI",1290,"22/10/2024",1,1
"1768","Titre G??n??r?? 1768","Podcast","Artiste 11","Album 21","Rock","ITP13GOP535Z",3214,"11/11/2024",1,0
"1769","Titre G??n??r?? 1769","Musique","Artiste 65","Album 27","Divers","JFSBBX0Z14TC",2504,"21/08/2023",1,1
"1770","Titre G??n??r?? 1770","Podcast","Artiste 11","Album 37","Divers","EZRZ7DVLL3T0",1195,"17/05/2023",1,1
"1771","Titre G??n??r?? 1771","Audiobook","Artiste 71","Album 2","Pop","PN1UFUTE2OAE",2363,"10/08/2023",1,1
"1772","Titre G??n??r?? 1772","Podcast","Artiste 67","Album 45","Divers","AVZCBGYD1QZ3",2197,"05/07/2024",1,1
"1773","Titre G??n??r?? 1773","Audiobook","Artiste 59","Album 19","Rock","BE08ERKXVJJO",2033,"19/01/2023",0,1
"1774","Titre G??n??r?? 1774","Audiobook","Artiste 2","Album 11","Tech","OUHOH20IWBUO",3115,"25/09/2024",0,0
"1775","Titre G??n??r?? 1775","Podcast","Artiste 57","Album 14","Pop","AN1LRH0KSZ3F",1479,"01/09/2024",1,1
"1776","Titre G??n??r?? 1776","Musique","Artiste 3","Album 37","Rock","BKLQGO35LR3Y",1880,"11/07/2023",0,0
"1777","Titre G??n??r?? 1777","Musique","Artiste 51","Album 12","Rock","BDXB6S84XWQN",3565,"01/09/2024",1,0
"1778","Titre G??n??r?? 1778","Musique","Artiste 15","Album 38","Rock","GDIB97ROD6UB",618,"16/04/2024",1,0
"1779","Titre G??n??r?? 1779","Musique","Artiste 82","Album 42","Rock","PVTLN1EPFUOJ",2285,"09/06/2024",1,0
"1780","Titre G??n??r?? 1780","Musique","Artiste 68","Album 49","Tech","ZBG3KCW7ORUR",3487,"03/02/2024",1,1
"1781","Titre G??n??r?? 1781","Musique","Artiste 92","Album 1","News","BL70XFNHCMS7",3228,"08/08/2023",0,0
"1782","Titre G??n??r?? 1782","Musique","Artiste 71","Album 39","Rock","UGGEFLFSOM0D",435,"26/05/2023",1,1
"1783","Titre G??n??r?? 1783","Podcast","Artiste 11","Album 29","Divers","ZSEL3BW4AQ8Y",725,"01/12/2023",0,0
"1784","Titre G??n??r?? 1784","Musique","Artiste 63","Album 39","News","BRUGTD4EF124",1542,"18/05/2023",1,1
"1785","Titre G??n??r?? 1785","Podcast","Artiste 38","Album 26","News","IQQV33T5UCJK",2806,"24/10/2023",0,1
"1786","Titre G??n??r?? 1786","Musique","Artiste 52","Album 49","Tech","JZ9PX5URUL5D",1010,"30/12/2023",0,0
"1787","Titre G??n??r?? 1787","Audiobook","Artiste 68","Album 30","News","SRY7HGWHPXEY",1310,"02/07/2024",0,0
"1788","Titre G??n??r?? 1788","Audiobook","Artiste 58","Album 32","Divers","RZI3V0PJ3ZGS",702,"03/11/2024",1,1
"1789","Titre G??n??r?? 1789","Podcast","Artiste 18","Album 10","News","BGQ7DKM1342F",2427,"27/03/2023",1,1
"1790","Titre G??n??r?? 1790","Audiobook","Artiste 67","Album 36","Tech","LJ9WV3TSYLWU",2983,"19/09/2023",0,0
"1791","Titre G??n??r?? 1791","Podcast","Artiste 16","Album 8","Divers","DUZR37DVMFFU",1960,"19/11/2023",1,1
"1792","Titre G??n??r?? 1792","Podcast","Artiste 55","Album 49","Rock","ENWXH8I89XJT",1671,"06/05/2024",0,1
"1793","Titre G??n??r?? 1793","Podcast","Artiste 63","Album 38","Tech","OGMH1FS6X4EP",2502,"17/02/2023",1,1
"1794","Titre G??n??r?? 1794","Musique","Artiste 49","Album 49","Rock","DXO34RD33AGW",2843,"06/03/2024",1,0
"1795","Titre G??n??r?? 1795","Audiobook","Artiste 70","Album 6","Tech","JYXYZFGG6CWP",1969,"08/11/2023",1,1
"1796","Titre G??n??r?? 1796","Musique","Artiste 2","Album 30","Pop","TG2PQ9WNRZ1D",1547,"07/10/2024",0,0
"1797","Titre G??n??r?? 1797","Podcast","Artiste 15","Album 28","Rock","CHTMQ1KSMFCP",3445,"10/05/2023",0,0
"1798","Titre G??n??r?? 1798","Musique","Artiste 84","Album 31","News","LNTM98TVL504",1095,"19/10/2023",1,0
"1799","Titre G??n??r?? 1799","Musique","Artiste 66","Album 25","Rock","SGDQ66GLRYVR",2402,"28/09/2023",1,0
"1800","Titre G??n??r?? 1800","Podcast","Artiste 63","Album 26","Rock","FPXXU479UMGV",413,"07/01/2023",0,1
"1801","Titre G??n??r?? 1801","Audiobook","Artiste 30","Album 11","Pop","FSN9JYHT1ATI",964,"23/10/2023",0,1
"1802","Titre G??n??r?? 1802","Podcast","Artiste 57","Album 49","Pop","UYHVZDDCO5EQ",1253,"29/04/2023",1,1
"1803","Titre G??n??r?? 1803","Podcast","Artiste 41","Album 36","Divers","KAR31QFHKHMH",829,"01/05/2024",1,0
"1804","Titre G??n??r?? 1804","Musique","Artiste 4","Album 30","Rock","CWJDGE8ST0GS",2141,"15/06/2024",0,1
"1805","Titre G??n??r?? 1805","Audiobook","Artiste 90","Album 17","Tech","VAUWU9XE76YN",1052,"22/07/2023",0,1
"1806","Titre G??n??r?? 1806","Podcast","Artiste 2","Album 45","Divers","TW968RCVL8RW",250,"12/11/2023",0,1
"1807","Titre G??n??r?? 1807","Musique","Artiste 48","Album 39","News","PFG3BRN0R1PF",2857,"01/03/2024",1,0
"1808","Titre G??n??r?? 1808","Audiobook","Artiste 19","Album 39","Tech","MRA9N2MFR3I0",855,"15/09/2023",1,0
"1809","Titre G??n??r?? 1809","Podcast","Artiste 91","Album 9","Pop","UBBETHYTMWEN",630,"08/03/2023",1,0
"1810","Titre G??n??r?? 1810","Musique","Artiste 9","Album 27","Pop","VE00EOIFIW2K",908,"15/03/2023",1,0
"1811","Titre G??n??r?? 1811","Musique","Artiste 28","Album 5","Rock","ZA2X6F9IGI5H",355,"18/05/2023",0,0
"1812","Titre G??n??r?? 1812","Audiobook","Artiste 82","Album 41","Rock","KBEV09ZBD0I8",453,"06/03/2024",0,0
"1813","Titre G??n??r?? 1813","Podcast","Artiste 27","Album 25","Divers","FQWL33QZXNOK",1187,"04/12/2023",0,1
"1814","Titre G??n??r?? 1814","Musique","Artiste 6","Album 13","Tech","LUQK45HPGI0Y",1739,"22/05/2024",1,0
"1815","Titre G??n??r?? 1815","Musique","Artiste 14","Album 43","Divers","XRVOHN7EO9K2",208,"26/06/2023",0,0
"1816","Titre G??n??r?? 1816","Audiobook","Artiste 40","Album 15","Tech","PUXEDN1GM0W6",2635,"06/04/2023",0,1
"1817","Titre G??n??r?? 1817","Podcast","Artiste 96","Album 47","News","KBRIRFAA492Q",3300,"19/07/2024",0,0
"1818","Titre G??n??r?? 1818","Musique","Artiste 93","Album 7","Pop","RCLEES0H7C48",1696,"11/02/2023",0,0
"1819","Titre G??n??r?? 1819","Musique","Artiste 23","Album 34","Tech","XD6JT8H12D14",336,"12/01/2024",0,1
"1820","Titre G??n??r?? 1820","Audiobook","Artiste 76","Album 49","Divers","UKILB53410S7",253,"12/08/2023",1,1
"1821","Titre G??n??r?? 1821","Podcast","Artiste 8","Album 22","Tech","EBLAWB1BT2CZ",2344,"17/05/2023",0,0
"1822","Titre G??n??r?? 1822","Musique","Artiste 28","Album 33","Divers","GH84OPMELNA0",2939,"12/02/2024",0,1
"1823","Titre G??n??r?? 1823","Audiobook","Artiste 56","Album 45","Pop","FL3O7WFBLACK",1342,"21/04/2024",1,1
"1824","Titre G??n??r?? 1824","Audiobook","Artiste 21","Album 35","Tech","ZICMNMNER0CH",2616,"18/06/2024",1,0
"1825","Titre G??n??r?? 1825","Musique","Artiste 66","Album 23","Rock","AZZZBVVKSZ6P",3236,"18/06/2023",1,1
"1826","Titre G??n??r?? 1826","Musique","Artiste 76","Album 4","Divers","XTTB2W0JC14Q",707,"04/05/2024",0,0
"1827","Titre G??n??r?? 1827","Musique","Artiste 20","Album 10","Tech","PV3N84DSJME3",1550,"16/07/2023",1,0
"1828","Titre G??n??r?? 1828","Audiobook","Artiste 1","Album 26","News","YZBZON04FYBO",2197,"11/05/2023",1,0
"1829","Titre G??n??r?? 1829","Audiobook","Artiste 21","Album 6","Tech","NKNRBQT1PZY5",714,"22/12/2023",0,0
"1830","Titre G??n??r?? 1830","Podcast","Artiste 13","Album 38","News","BSG4S08AHPND",1501,"01/05/2023",0,0
"1831","Titre G??n??r?? 1831","Audiobook","Artiste 13","Album 2","Rock","QZ9MGQY3BDTY",3240,"29/01/2024",1,0
"1832","Titre G??n??r?? 1832","Podcast","Artiste 88","Album 3","Divers","LMF36DEWMGO4",370,"21/01/2023",0,1
"1833","Titre G??n??r?? 1833","Podcast","Artiste 42","Album 11","Pop","JB8D9EPT2H15",2194,"24/11/2023",0,1
"1834","Titre G??n??r?? 1834","Podcast","Artiste 66","Album 26","Pop","EQ8EE4HCZYFS",3446,"28/07/2023",0,1
"1835","Titre G??n??r?? 1835","Audiobook","Artiste 14","Album 46","Rock","WL28W6YFOTNM",248,"12/11/2023",1,1
"1836","Titre G??n??r?? 1836","Musique","Artiste 73","Album 36","Rock","IDL0R8VGLE17",433,"14/02/2024",0,0
"1837","Titre G??n??r?? 1837","Audiobook","Artiste 19","Album 41","Pop","YDY1EXJ51WY7",956,"28/12/2023",0,1
"1838","Titre G??n??r?? 1838","Audiobook","Artiste 92","Album 35","Tech","PAMSEZQUMBU5",3139,"15/04/2024",0,1
"1839","Titre G??n??r?? 1839","Musique","Artiste 15","Album 9","Divers","DVOUXATSI1MD",728,"14/11/2023",1,0
"1840","Titre G??n??r?? 1840","Musique","Artiste 68","Album 44","Pop","GKAWK8YANEFT",2669,"01/10/2023",0,1
"1841","Titre G??n??r?? 1841","Musique","Artiste 45","Album 29","Divers","AI8TSQIZC5SA",2046,"23/11/2023",1,1
"1842","Titre G??n??r?? 1842","Musique","Artiste 64","Album 8","Tech","SGM8FZWHWG95",120,"31/03/2023",1,0
"1843","Titre G??n??r?? 1843","Musique","Artiste 80","Album 44","Divers","KTL8V5JS1I30",2605,"25/05/2023",0,0
"1844","Titre G??n??r?? 1844","Musique","Artiste 13","Album 16","News","FU5DANCP9LMF",1448,"07/06/2024",1,1
"1845","Titre G??n??r?? 1845","Podcast","Artiste 16","Album 2","Tech","NZIMNFMC96QC",2117,"27/01/2023",0,1
"1846","Titre G??n??r?? 1846","Podcast","Artiste 93","Album 46","Pop","TE8F9WL4D6XT",477,"28/07/2024",0,1
"1847","Titre G??n??r?? 1847","Musique","Artiste 76","Album 35","Tech","VB1UMX4SORQ5",1230,"27/06/2023",1,1
"1848","Titre G??n??r?? 1848","Audiobook","Artiste 12","Album 37","Pop","QO6DZ17SS087",3579,"23/11/2024",0,0
"1849","Titre G??n??r?? 1849","Musique","Artiste 36","Album 11","Divers","RJAPFUL0X2WT",1186,"05/09/2024",1,1
"1850","Titre G??n??r?? 1850","Musique","Artiste 26","Album 32","Tech","YJZOQQJFL3QK",1701,"24/01/2023",1,0
"1851","Titre G??n??r?? 1851","Podcast","Artiste 77","Album 20","Divers","CCM4V5039NT1",2620,"29/05/2023",1,0
"1852","Titre G??n??r?? 1852","Musique","Artiste 80","Album 7","Pop","YILE3MVPNBQ7",1344,"02/07/2023",1,1
"1853","Titre G??n??r?? 1853","Podcast","Artiste 3","Album 38","Divers","KIGBBCZKUU3C",418,"24/11/2024",0,0
"1854","Titre G??n??r?? 1854","Audiobook","Artiste 50","Album 41","Tech","MUBMWDU88EEH",583,"15/02/2024",0,0
"1855","Titre G??n??r?? 1855","Audiobook","Artiste 57","Album 47","Divers","MZ1QB2F2RDB0",2879,"24/02/2023",1,0
"1856","Titre G??n??r?? 1856","Audiobook","Artiste 30","Album 29","Tech","TJ1ZFHLSKA56",1737,"02/09/2024",0,1
"1857","Titre G??n??r?? 1857","Audiobook","Artiste 72","Album 35","News","TE91G0RUVYTF",3453,"28/11/2024",1,1
"1858","Titre G??n??r?? 1858","Podcast","Artiste 65","Album 26","Divers","JO989LSMSBYG",1710,"04/08/2024",1,0
"1859","Titre G??n??r?? 1859","Podcast","Artiste 81","Album 42","Rock","LL7IA23XISN7",1074,"08/11/2024",1,1
"1860","Titre G??n??r?? 1860","Audiobook","Artiste 4","Album 33","Rock","ISACSFMCTR8V",350,"25/05/2024",0,1
"1861","Titre G??n??r?? 1861","Podcast","Artiste 37","Album 8","News","KLU39UF8V9HP",1942,"07/04/2023",1,0
"1862","Titre G??n??r?? 1862","Audiobook","Artiste 83","Album 43","Pop","VISLJ2TXB1R6",1766,"21/12/2023",0,1
"1863","Titre G??n??r?? 1863","Podcast","Artiste 73","Album 29","News","RD2CWW3XK9QG",2472,"31/10/2024",0,1
"1864","Titre G??n??r?? 1864","Podcast","Artiste 66","Album 1","News","WFFCRUA3V9VJ",3423,"19/10/2024",0,1
"1865","Titre G??n??r?? 1865","Musique","Artiste 89","Album 27","Pop","IOE0Z54Z6D7F",3377,"09/01/2023",0,0
"1866","Titre G??n??r?? 1866","Audiobook","Artiste 36","Album 22","News","DYGI757VUW0U",842,"08/10/2023",1,1
"1867","Titre G??n??r?? 1867","Podcast","Artiste 54","Album 17","Divers","FMJT9VZWAUIC",3085,"27/11/2024",1,1
"1868","Titre G??n??r?? 1868","Audiobook","Artiste 60","Album 45","Divers","BDTERTBAJCE5",3093,"04/11/2024",1,0
"1869","Titre G??n??r?? 1869","Audiobook","Artiste 44","Album 21","Tech","AS8PWMEXZIQE",2476,"27/04/2023",0,1
"1870","Titre G??n??r?? 1870","Musique","Artiste 85","Album 5","Divers","FJ25T3ROF02P",1174,"10/04/2023",1,1
"1871","Titre G??n??r?? 1871","Audiobook","Artiste 23","Album 16","News","IBO8IQ46TO81",2895,"07/12/2023",1,1
"1872","Titre G??n??r?? 1872","Audiobook","Artiste 99","Album 20","Rock","QMMBNADGENQN",3285,"01/07/2024",0,1
"1873","Titre G??n??r?? 1873","Musique","Artiste 20","Album 17","News","TZQ8IQJ45XBF",2505,"02/11/2024",0,0
"1874","Titre G??n??r?? 1874","Podcast","Artiste 7","Album 34","Divers","JWTQG9RWO0GK",3547,"23/03/2023",1,0
"1875","Titre G??n??r?? 1875","Musique","Artiste 18","Album 22","Divers","FRV2MTN9UQLG",279,"18/04/2023",0,0
"1876","Titre G??n??r?? 1876","Musique","Artiste 48","Album 7","Pop","TAP42VLW5ITK",2698,"07/02/2024",1,1
"1877","Titre G??n??r?? 1877","Audiobook","Artiste 48","Album 49","Rock","AJDQ5US8LOCY",731,"03/04/2023",1,0
"1878","Titre G??n??r?? 1878","Podcast","Artiste 47","Album 49","News","IMTLBKGQMCI9",3020,"07/12/2023",1,1
"1879","Titre G??n??r?? 1879","Audiobook","Artiste 49","Album 19","News","OYUBNQUB1YQZ",3433,"18/07/2024",1,0
"1880","Titre G??n??r?? 1880","Audiobook","Artiste 82","Album 24","News","EIIF6AU1MAX4",1525,"12/08/2024",0,1
"1881","Titre G??n??r?? 1881","Musique","Artiste 68","Album 44","Rock","NFQL5EKRBFO1",2899,"05/09/2024",0,1
"1882","Titre G??n??r?? 1882","Musique","Artiste 72","Album 18","Rock","AUFGSTY5HSOH",199,"26/05/2023",0,0
"1883","Titre G??n??r?? 1883","Audiobook","Artiste 9","Album 10","Tech","SO2F60VNKG88",1779,"21/08/2023",1,0
"1884","Titre G??n??r?? 1884","Musique","Artiste 68","Album 37","News","FG8CM2DIYA8X",1007,"02/11/2023",1,0
"1885","Titre G??n??r?? 1885","Audiobook","Artiste 32","Album 6","Rock","HEEZ4HT2V4ZX",1286,"11/11/2023",1,0
"1886","Titre G??n??r?? 1886","Podcast","Artiste 45","Album 47","Pop","HDLTVWGBNXOB",3097,"16/04/2023",1,0
"1887","Titre G??n??r?? 1887","Audiobook","Artiste 6","Album 22","Tech","FJGBQ3AVVMC4",1606,"03/05/2024",0,0
"1888","Titre G??n??r?? 1888","Musique","Artiste 84","Album 14","News","KMEQAM83IAUT",2991,"04/10/2023",0,0
"1889","Titre G??n??r?? 1889","Musique","Artiste 87","Album 36","News","NUF3MVGXZW25",2014,"30/07/2024",0,0
"1890","Titre G??n??r?? 1890","Audiobook","Artiste 68","Album 20","Rock","JDPP0S6NKWXM",2322,"22/05/2024",1,0
"1891","Titre G??n??r?? 1891","Podcast","Artiste 85","Album 34","Rock","NI9134AT2U9K",75,"24/10/2023",0,1
"1892","Titre G??n??r?? 1892","Podcast","Artiste 61","Album 36","Pop","UKJMMX7XOYRJ",3571,"09/04/2024",0,0
"1893","Titre G??n??r?? 1893","Musique","Artiste 1","Album 27","Pop","QL8KBE68BK86",936,"18/06/2023",1,0
"1894","Titre G??n??r?? 1894","Musique","Artiste 46","Album 49","News","BBC2IK18F0N8",230,"29/10/2024",1,0
"1895","Titre G??n??r?? 1895","Audiobook","Artiste 72","Album 43","Divers","NL3X6NO8499A",251,"17/09/2024",0,0
"1896","Titre G??n??r?? 1896","Musique","Artiste 27","Album 41","News","LVGDJZA1YR4Q",3214,"03/03/2023",1,0
"1897","Titre G??n??r?? 1897","Audiobook","Artiste 5","Album 15","News","VHJHWTE18LV8",1987,"16/08/2023",0,0
"1898","Titre G??n??r?? 1898","Podcast","Artiste 38","Album 48","Pop","LVZ0DYJRXGTU",2068,"18/09/2023",0,0
"1899","Titre G??n??r?? 1899","Podcast","Artiste 86","Album 22","News","PD9I3HSBGOD5",3151,"12/07/2023",1,0
"1900","Titre G??n??r?? 1900","Musique","Artiste 10","Album 13","Divers","HFWSY3K66RS0",1902,"16/06/2023",1,1
"1901","Titre G??n??r?? 1901","Musique","Artiste 76","Album 17","Divers","QYXTQG1TGH7W",364,"14/08/2023",1,1
"1902","Titre G??n??r?? 1902","Musique","Artiste 83","Album 34","Rock","GPBZX1P61Z0W",130,"09/05/2023",1,0
"1903","Titre G??n??r?? 1903","Audiobook","Artiste 92","Album 31","Tech","PT3A3CJR2CTK",1309,"08/04/2024",1,1
"1904","Titre G??n??r?? 1904","Audiobook","Artiste 63","Album 49","News","LBQHNVXR86YT",2173,"28/06/2024",1,0
"1905","Titre G??n??r?? 1905","Audiobook","Artiste 88","Album 37","Divers","JNQENUHZTNS4",3564,"13/09/2023",1,0
"1906","Titre G??n??r?? 1906","Podcast","Artiste 2","Album 3","Rock","NNKN4EWAJJKC",612,"24/05/2024",0,0
"1907","Titre G??n??r?? 1907","Audiobook","Artiste 23","Album 24","Tech","NSW8JV28SMPG",1489,"10/08/2023",1,0
"1908","Titre G??n??r?? 1908","Audiobook","Artiste 65","Album 34","Pop","KBCYDY8WLDP5",2588,"22/10/2024",1,0
"1909","Titre G??n??r?? 1909","Podcast","Artiste 63","Album 44","Divers","APQYV7U2DUAA",1001,"20/07/2024",0,1
"1910","Titre G??n??r?? 1910","Podcast","Artiste 13","Album 7","Pop","GUDIKAHSYJEX",959,"21/10/2023",0,0
"1911","Titre G??n??r?? 1911","Musique","Artiste 19","Album 3","News","UN6U652D2P6N",1492,"15/07/2023",0,1
"1912","Titre G??n??r?? 1912","Audiobook","Artiste 24","Album 37","Divers","TG0M9FKIZHOG",2326,"06/08/2023",1,0
"1913","Titre G??n??r?? 1913","Audiobook","Artiste 45","Album 43","News","ZRFCTTI5NV20",1595,"20/02/2023",0,0
"1914","Titre G??n??r?? 1914","Audiobook","Artiste 74","Album 19","Pop","QTTP052CQA7V",3275,"07/05/2023",0,1
"1915","Titre G??n??r?? 1915","Musique","Artiste 53","Album 38","Divers","IQJFK2IL1CMK",731,"06/05/2024",0,0
"1916","Titre G??n??r?? 1916","Audiobook","Artiste 51","Album 34","Tech","CS0K28LHL5Z9",1387,"29/09/2024",1,0
"1917","Titre G??n??r?? 1917","Audiobook","Artiste 36","Album 15","Pop","NRXXZJVQOU55",930,"02/07/2024",0,0
"1918","Titre G??n??r?? 1918","Audiobook","Artiste 14","Album 46","Pop","FNUF97SZ2M2B",771,"01/03/2024",0,0
"1919","Titre G??n??r?? 1919","Musique","Artiste 89","Album 15","News","CTNUXHN91ID0",3161,"23/04/2023",0,1
"1920","Titre G??n??r?? 1920","Audiobook","Artiste 71","Album 45","Pop","EZ1WGM8HOS5Z",3213,"09/02/2024",0,0
"1921","Titre G??n??r?? 1921","Musique","Artiste 52","Album 34","Rock","TE0XSK33BD4F",3105,"31/08/2023",1,1
"1922","Titre G??n??r?? 1922","Podcast","Artiste 88","Album 17","News","GV8X3E6VO62N",3158,"10/10/2024",1,1
"1923","Titre G??n??r?? 1923","Podcast","Artiste 14","Album 1","News","AJWJ4SJ9GCS9",1230,"04/10/2024",0,1
"1924","Titre G??n??r?? 1924","Podcast","Artiste 21","Album 40","Tech","TER6B3DEHNCD",897,"30/06/2023",0,0
"1925","Titre G??n??r?? 1925","Podcast","Artiste 78","Album 10","Tech","TZ503CIF4SFA",1168,"21/06/2024",1,0
"1926","Titre G??n??r?? 1926","Podcast","Artiste 30","Album 46","News","LWMPMYNXPGFB",712,"27/10/2024",0,1
"1927","Titre G??n??r?? 1927","Podcast","Artiste 27","Album 31","Tech","WVOSFBOOJ301",2409,"11/08/2024",0,0
