,,,,,,,,
,,,,,,,,
ID_REGION,NOM_REGION,CODE_REGION_ISO3166_2,NOM_PAYS,CODE_PAYS_ISO3166_1,FUSEAU_HORAIRE,CONTINENT,LANGUE_PRINCIPALE,DEVISE_MONETAIRE
2656,Region_2656,ISO_2656,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
2657,Region_2657,ISO_2657,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
2658,Region_2658,ISO_2658,??tats-Unis,USA,GMT+1,Europe,Anglais,BRL
2659,Region_2659,ISO_2659,Br??sil,BRA,GMT+5,Am??riques,Portugais,BRL
2660,Region_2660,ISO_2660,France,FRA,GMT+5,Asie,Fran??ais,EUR
2661,Region_2661,ISO_2661,Allemagne,DEU,GMT+4,Europe,Allemand,USD
2662,Region_2662,ISO_2662,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
2663,Region_2663,ISO_2663,??tats-Unis,USA,GMT+10,Asie,Anglais,BRL
2664,Region_2664,ISO_2664,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
2665,Region_2665,ISO_2665,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
2666,Region_2666,ISO_2666,Allemagne,DEU,GMT+9,Asie,Allemand,USD
2667,Region_2667,ISO_2667,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
2668,Region_2668,ISO_2668,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
2669,Region_2669,ISO_2669,Br??sil,BRA,GMT+5,Asie,Portugais,BRL
2670,Region_2670,ISO_2670,France,FRA,GMT+4,Europe,Fran??ais,EUR
2671,Region_2671,ISO_2671,Allemagne,DEU,GMT+2,Am??riques,Allemand,USD
2672,Region_2672,ISO_2672,Espagne,ESP,GMT+3,Asie,Espagnol,BRL
2673,Region_2673,ISO_2673,??tats-Unis,USA,GMT+9,Europe,Anglais,BRL
2674,Region_2674,ISO_2674,Br??sil,BRA,GMT+1,Am??riques,Portugais,BRL
2675,Region_2675,ISO_2675,France,FRA,GMT+3,Asie,Fran??ais,EUR
2676,Region_2676,ISO_2676,Allemagne,DEU,GMT+6,Europe,Allemand,USD
2677,Region_2677,ISO_2677,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
2678,Region_2678,ISO_2678,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
2679,Region_2679,ISO_2679,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
2680,Region_2680,ISO_2680,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
2681,Region_2681,ISO_2681,Allemagne,DEU,GMT+5,Asie,Allemand,USD
2682,Region_2682,ISO_2682,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
2683,Region_2683,ISO_2683,??tats-Unis,USA,GMT+7,Am??riques,Anglais,BRL
2684,Region_2684,ISO_2684,Br??sil,BRA,GMT+7,Asie,Portugais,BRL
2685,Region_2685,ISO_2685,France,FRA,GMT+5,Europe,Fran??ais,EUR
2686,Region_2686,ISO_2686,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
2687,Region_2687,ISO_2687,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
2688,Region_2688,ISO_2688,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
2689,Region_2689,ISO_2689,Br??sil,BRA,GMT+4,Am??riques,Portugais,BRL
2690,Region_2690,ISO_2690,France,FRA,GMT+5,Asie,Fran??ais,EUR
2691,Region_2691,ISO_2691,Allemagne,DEU,GMT+4,Europe,Allemand,USD
2692,Region_2692,ISO_2692,Espagne,ESP,GMT+3,Am??riques,Espagnol,BRL
2693,Region_2693,ISO_2693,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
2694,Region_2694,ISO_2694,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
2695,Region_2695,ISO_2695,France,FRA,GMT+3,Am??riques,Fran??ais,EUR
2696,Region_2696,ISO_2696,Allemagne,DEU,GMT+10,Asie,Allemand,USD
2697,Region_2697,ISO_2697,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
2698,Region_2698,ISO_2698,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
2699,Region_2699,ISO_2699,Br??sil,BRA,GMT+1,Asie,Portugais,BRL
2700,Region_2700,ISO_2700,France,FRA,GMT+2,Europe,Fran??ais,EUR
2701,Region_2701,ISO_2701,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
2702,Region_2702,ISO_2702,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
2703,Region_2703,ISO_2703,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
2704,Region_2704,ISO_2704,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
2705,Region_2705,ISO_2705,France,FRA,GMT+3,Asie,Fran??ais,EUR
2706,Region_2706,ISO_2706,Allemagne,DEU,GMT+9,Europe,Allemand,USD
2707,Region_2707,ISO_2707,Espagne,ESP,GMT+3,Am??riques,Espagnol,BRL
2708,Region_2708,ISO_2708,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
2709,Region_2709,ISO_2709,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
2710,Region_2710,ISO_2710,France,FRA,GMT+5,Am??riques,Fran??ais,EUR
2711,Region_2711,ISO_2711,Allemagne,DEU,GMT+6,Asie,Allemand,USD
3330,Region_3330,ISO_3330,France,FRA,GMT+10,Europe,Fran??ais,EUR
3331,Region_3331,ISO_3331,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
3332,Region_3332,ISO_3332,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
3333,Region_3333,ISO_3333,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
3334,Region_3334,ISO_3334,Br??sil,BRA,GMT+8,Am??riques,Portugais,BRL
3335,Region_3335,ISO_3335,France,FRA,GMT+4,Asie,Fran??ais,EUR
3336,Region_3336,ISO_3336,Allemagne,DEU,GMT+6,Europe,Allemand,USD
3337,Region_3337,ISO_3337,Espagne,ESP,GMT+5,Am??riques,Espagnol,BRL
3338,Region_3338,ISO_3338,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
3339,Region_3339,ISO_3339,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
3340,Region_3340,ISO_3340,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
3341,Region_3341,ISO_3341,Allemagne,DEU,GMT+9,Asie,Allemand,USD
3342,Region_3342,ISO_3342,Espagne,ESP,GMT+9,Europe,Espagnol,BRL
3343,Region_3343,ISO_3343,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
3344,Region_3344,ISO_3344,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
3345,Region_3345,ISO_3345,France,FRA,GMT+9,Europe,Fran??ais,EUR
3346,Region_3346,ISO_3346,Allemagne,DEU,GMT+1,Am??riques,Allemand,USD
3347,Region_3347,ISO_3347,Espagne,ESP,GMT+10,Asie,Espagnol,BRL
3348,Region_3348,ISO_3348,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
3349,Region_3349,ISO_3349,Br??sil,BRA,GMT+11,Am??riques,Portugais,BRL
3350,Region_3350,ISO_3350,France,FRA,GMT+5,Asie,Fran??ais,EUR
3351,Region_3351,ISO_3351,Allemagne,DEU,GMT+5,Europe,Allemand,USD
3352,Region_3352,ISO_3352,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
3353,Region_3353,ISO_3353,??tats-Unis,USA,GMT+7,Asie,Anglais,BRL
3354,Region_3354,ISO_3354,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
3355,Region_3355,ISO_3355,France,FRA,GMT+3,Am??riques,Fran??ais,EUR
3356,Region_3356,ISO_3356,Allemagne,DEU,GMT+6,Asie,Allemand,USD
3357,Region_3357,ISO_3357,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
3358,Region_3358,ISO_3358,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
3359,Region_3359,ISO_3359,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
3360,Region_3360,ISO_3360,France,FRA,GMT+7,Europe,Fran??ais,EUR
3361,Region_3361,ISO_3361,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
3362,Region_3362,ISO_3362,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
3363,Region_3363,ISO_3363,??tats-Unis,USA,GMT+4,Europe,Anglais,BRL
3364,Region_3364,ISO_3364,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
3365,Region_3365,ISO_3365,France,FRA,GMT+4,Asie,Fran??ais,EUR
3366,Region_3366,ISO_3366,Allemagne,DEU,GMT+2,Europe,Allemand,USD
3367,Region_3367,ISO_3367,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
3368,Region_3368,ISO_3368,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
3369,Region_3369,ISO_3369,Br??sil,BRA,GMT+8,Europe,Portugais,BRL
3370,Region_3370,ISO_3370,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
3371,Region_3371,ISO_3371,Allemagne,DEU,GMT+7,Asie,Allemand,USD
3372,Region_3372,ISO_3372,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
3373,Region_3373,ISO_3373,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
3374,Region_3374,ISO_3374,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
3375,Region_3375,ISO_3375,France,FRA,GMT+7,Europe,Fran??ais,EUR
3376,Region_3376,ISO_3376,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
3377,Region_3377,ISO_3377,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
3378,Region_3378,ISO_3378,??tats-Unis,USA,GMT+2,Europe,Anglais,BRL
3379,Region_3379,ISO_3379,Br??sil,BRA,GMT+2,Am??riques,Portugais,BRL
3380,Region_3380,ISO_3380,France,FRA,GMT+9,Asie,Fran??ais,EUR
3381,Region_3381,ISO_3381,Allemagne,DEU,GMT+5,Europe,Allemand,USD
3382,Region_3382,ISO_3382,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
3383,Region_3383,ISO_3383,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
3384,Region_3384,ISO_3384,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
3385,Region_3385,ISO_3385,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
3386,Region_3386,ISO_3386,Allemagne,DEU,GMT+1,Asie,Allemand,USD
3387,Region_3387,ISO_3387,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
3388,Region_3388,ISO_3388,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
3389,Region_3389,ISO_3389,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
3390,Region_3390,ISO_3390,France,FRA,GMT+9,Europe,Fran??ais,EUR
3391,Region_3391,ISO_3391,Allemagne,DEU,GMT+2,Am??riques,Allemand,USD
3392,Region_3392,ISO_3392,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
3393,Region_3393,ISO_3393,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
3394,Region_3394,ISO_3394,Br??sil,BRA,GMT+10,Am??riques,Portugais,BRL
3395,Region_3395,ISO_3395,France,FRA,GMT+10,Asie,Fran??ais,EUR
3396,Region_3396,ISO_3396,Allemagne,DEU,GMT+1,Europe,Allemand,USD
3397,Region_3397,ISO_3397,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
3398,Region_3398,ISO_3398,??tats-Unis,USA,GMT+5,Asie,Anglais,BRL
3399,Region_3399,ISO_3399,Br??sil,BRA,GMT+4,Europe,Portugais,BRL
3400,Region_3400,ISO_3400,France,FRA,GMT+6,Am??riques,Fran??ais,EUR
3401,Region_3401,ISO_3401,Allemagne,DEU,GMT+2,Asie,Allemand,USD
3402,Region_3402,ISO_3402,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
3403,Region_3403,ISO_3403,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
3404,Region_3404,ISO_3404,Br??sil,BRA,GMT+5,Asie,Portugais,BRL
3405,Region_3405,ISO_3405,France,FRA,GMT+10,Europe,Fran??ais,EUR
3406,Region_3406,ISO_3406,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
3407,Region_3407,ISO_3407,Espagne,ESP,GMT+11,Asie,Espagnol,BRL
3408,Region_3408,ISO_3408,??tats-Unis,USA,GMT+4,Europe,Anglais,BRL
3409,Region_3409,ISO_3409,Br??sil,BRA,GMT+4,Am??riques,Portugais,BRL
3410,Region_3410,ISO_3410,France,FRA,GMT+5,Asie,Fran??ais,EUR
3411,Region_3411,ISO_3411,Allemagne,DEU,GMT+3,Europe,Allemand,USD
3412,Region_3412,ISO_3412,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
3413,Region_3413,ISO_3413,??tats-Unis,USA,GMT+10,Asie,Anglais,BRL
3414,Region_3414,ISO_3414,Br??sil,BRA,GMT+5,Europe,Portugais,BRL
3415,Region_3415,ISO_3415,France,FRA,GMT+5,Am??riques,Fran??ais,EUR
3416,Region_3416,ISO_3416,Allemagne,DEU,GMT+4,Asie,Allemand,USD
3417,Region_3417,ISO_3417,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
3418,Region_3418,ISO_3418,??tats-Unis,USA,GMT+2,Am??riques,Anglais,BRL
3419,Region_3419,ISO_3419,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
3420,Region_3420,ISO_3420,France,FRA,GMT+2,Europe,Fran??ais,EUR
3421,Region_3421,ISO_3421,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
3422,Region_3422,ISO_3422,Espagne,ESP,GMT+5,Asie,Espagnol,BRL
3423,Region_3423,ISO_3423,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
3424,Region_3424,ISO_3424,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
3425,Region_3425,ISO_3425,France,FRA,GMT+10,Asie,Fran??ais,EUR
3426,Region_3426,ISO_3426,Allemagne,DEU,GMT+6,Europe,Allemand,USD
3427,Region_3427,ISO_3427,Espagne,ESP,GMT+5,Am??riques,Espagnol,BRL
3428,Region_3428,ISO_3428,??tats-Unis,USA,GMT+4,Asie,Anglais,BRL
3429,Region_3429,ISO_3429,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
3430,Region_3430,ISO_3430,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
3431,Region_3431,ISO_3431,Allemagne,DEU,GMT+9,Asie,Allemand,USD
3432,Region_3432,ISO_3432,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
3433,Region_3433,ISO_3433,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
3434,Region_3434,ISO_3434,Br??sil,BRA,GMT+8,Asie,Portugais,BRL
3435,Region_3435,ISO_3435,France,FRA,GMT+2,Europe,Fran??ais,EUR
3436,Region_3436,ISO_3436,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
3437,Region_3437,ISO_3437,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
3438,Region_3438,ISO_3438,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
3439,Region_3439,ISO_3439,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
3440,Region_3440,ISO_3440,France,FRA,GMT+4,Asie,Fran??ais,EUR
3441,Region_3441,ISO_3441,Allemagne,DEU,GMT+5,Europe,Allemand,USD
3442,Region_3442,ISO_3442,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
3443,Region_3443,ISO_3443,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
3444,Region_3444,ISO_3444,Br??sil,BRA,GMT+9,Europe,Portugais,BRL
3445,Region_3445,ISO_3445,France,FRA,GMT+3,Am??riques,Fran??ais,EUR
3446,Region_3446,ISO_3446,Allemagne,DEU,GMT+6,Asie,Allemand,USD
3447,Region_3447,ISO_3447,Espagne,ESP,GMT+1,Europe,Espagnol,BRL
3448,Region_3448,ISO_3448,??tats-Unis,USA,GMT+7,Am??riques,Anglais,BRL
3449,Region_3449,ISO_3449,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
3450,Region_3450,ISO_3450,France,FRA,GMT+5,Europe,Fran??ais,EUR
3451,Region_3451,ISO_3451,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
3452,Region_3452,ISO_3452,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
3453,Region_3453,ISO_3453,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
3454,Region_3454,ISO_3454,Br??sil,BRA,GMT+6,Am??riques,Portugais,BRL
3455,Region_3455,ISO_3455,France,FRA,GMT+1,Asie,Fran??ais,EUR
3456,Region_3456,ISO_3456,Allemagne,DEU,GMT+11,Europe,Allemand,USD
3457,Region_3457,ISO_3457,Espagne,ESP,GMT+11,Am??riques,Espagnol,BRL
3458,Region_3458,ISO_3458,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
3459,Region_3459,ISO_3459,Br??sil,BRA,GMT+9,Europe,Portugais,BRL
3460,Region_3460,ISO_3460,France,FRA,GMT+9,Am??riques,Fran??ais,EUR
3461,Region_3461,ISO_3461,Allemagne,DEU,GMT+9,Asie,Allemand,USD
3462,Region_3462,ISO_3462,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
3463,Region_3463,ISO_3463,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
3464,Region_3464,ISO_3464,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
3465,Region_3465,ISO_3465,France,FRA,GMT+1,Europe,Fran??ais,EUR
3466,Region_3466,ISO_3466,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
3467,Region_3467,ISO_3467,Espagne,ESP,GMT+1,Asie,Espagnol,BRL
3468,Region_3468,ISO_3468,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
3469,Region_3469,ISO_3469,Br??sil,BRA,GMT+4,Am??riques,Portugais,BRL
3470,Region_3470,ISO_3470,France,FRA,GMT+8,Asie,Fran??ais,EUR
3471,Region_3471,ISO_3471,Allemagne,DEU,GMT+7,Europe,Allemand,USD
3472,Region_3472,ISO_3472,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
3473,Region_3473,ISO_3473,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
3474,Region_3474,ISO_3474,Br??sil,BRA,GMT+3,Europe,Portugais,BRL
3475,Region_3475,ISO_3475,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
3476,Region_3476,ISO_3476,Allemagne,DEU,GMT+2,Asie,Allemand,USD
3477,Region_3477,ISO_3477,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
3478,Region_3478,ISO_3478,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
3479,Region_3479,ISO_3479,Br??sil,BRA,GMT+3,Asie,Portugais,BRL
3480,Region_3480,ISO_3480,France,FRA,GMT+9,Europe,Fran??ais,EUR
3481,Region_3481,ISO_3481,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
3482,Region_3482,ISO_3482,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
3483,Region_3483,ISO_3483,??tats-Unis,USA,GMT+2,Europe,Anglais,BRL
3484,Region_3484,ISO_3484,Br??sil,BRA,GMT+8,Am??riques,Portugais,BRL
3485,Region_3485,ISO_3485,France,FRA,GMT+4,Asie,Fran??ais,EUR
3486,Region_3486,ISO_3486,Allemagne,DEU,GMT+10,Europe,Allemand,USD
3487,Region_3487,ISO_3487,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
3488,Region_3488,ISO_3488,??tats-Unis,USA,GMT+7,Asie,Anglais,BRL
3489,Region_3489,ISO_3489,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
3490,Region_3490,ISO_3490,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
3491,Region_3491,ISO_3491,Allemagne,DEU,GMT+1,Asie,Allemand,USD
3492,Region_3492,ISO_3492,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
3493,Region_3493,ISO_3493,??tats-Unis,USA,GMT+7,Am??riques,Anglais,BRL
3494,Region_3494,ISO_3494,Br??sil,BRA,GMT+5,Asie,Portugais,BRL
3495,Region_3495,ISO_3495,France,FRA,GMT+3,Europe,Fran??ais,EUR
3496,Region_3496,ISO_3496,Allemagne,DEU,GMT+5,Am??riques,Allemand,USD
3497,Region_3497,ISO_3497,Espagne,ESP,GMT+5,Asie,Espagnol,BRL
3498,Region_3498,ISO_3498,??tats-Unis,USA,GMT+8,Europe,Anglais,BRL
3499,Region_3499,ISO_3499,Br??sil,BRA,GMT+4,Am??riques,Portugais,BRL
3500,Region_3500,ISO_3500,France,FRA,GMT+6,Asie,Fran??ais,EUR
3501,Region_3501,ISO_3501,Allemagne,DEU,GMT+3,Europe,Allemand,USD
3502,Region_3502,ISO_3502,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
3503,Region_3503,ISO_3503,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
3504,Region_3504,ISO_3504,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
3505,Region_3505,ISO_3505,France,FRA,GMT+7,Am??riques,Fran??ais,EUR
3506,Region_3506,ISO_3506,Allemagne,DEU,GMT+2,Asie,Allemand,USD
3507,Region_3507,ISO_3507,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
3508,Region_3508,ISO_3508,??tats-Unis,USA,GMT+9,Am??riques,Anglais,BRL
3509,Region_3509,ISO_3509,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
3510,Region_3510,ISO_3510,France,FRA,GMT+3,Europe,Fran??ais,EUR
3511,Region_3511,ISO_3511,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
3512,Region_3512,ISO_3512,Espagne,ESP,GMT+11,Asie,Espagnol,BRL
3513,Region_3513,ISO_3513,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
3514,Region_3514,ISO_3514,Br??sil,BRA,GMT+10,Am??riques,Portugais,BRL
3515,Region_3515,ISO_3515,France,FRA,GMT+6,Asie,Fran??ais,EUR
3516,Region_3516,ISO_3516,Allemagne,DEU,GMT+2,Europe,Allemand,USD
3517,Region_3517,ISO_3517,Espagne,ESP,GMT+7,Am??riques,Espagnol,BRL
3518,Region_3518,ISO_3518,??tats-Unis,USA,GMT+1,Asie,Anglais,BRL
3519,Region_3519,ISO_3519,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
3520,Region_3520,ISO_3520,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
3521,Region_3521,ISO_3521,Allemagne,DEU,GMT+3,Asie,Allemand,USD
3522,Region_3522,ISO_3522,Espagne,ESP,GMT+2,Europe,Espagnol,BRL
3523,Region_3523,ISO_3523,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
3524,Region_3524,ISO_3524,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
3525,Region_3525,ISO_3525,France,FRA,GMT+2,Europe,Fran??ais,EUR
3526,Region_3526,ISO_3526,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
3527,Region_3527,ISO_3527,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
3528,Region_3528,ISO_3528,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
3529,Region_3529,ISO_3529,Br??sil,BRA,GMT+11,Am??riques,Portugais,BRL
3530,Region_3530,ISO_3530,France,FRA,GMT+3,Asie,Fran??ais,EUR
3531,Region_3531,ISO_3531,Allemagne,DEU,GMT+7,Europe,Allemand,USD
3532,Region_3532,ISO_3532,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
3533,Region_3533,ISO_3533,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
3534,Region_3534,ISO_3534,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
3535,Region_3535,ISO_3535,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
3536,Region_3536,ISO_3536,Allemagne,DEU,GMT+7,Asie,Allemand,USD
3537,Region_3537,ISO_3537,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
3538,Region_3538,ISO_3538,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
3539,Region_3539,ISO_3539,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
3540,Region_3540,ISO_3540,France,FRA,GMT+2,Europe,Fran??ais,EUR
3541,Region_3541,ISO_3541,Allemagne,DEU,GMT+2,Am??riques,Allemand,USD
3542,Region_3542,ISO_3542,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
3543,Region_3543,ISO_3543,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
3544,Region_3544,ISO_3544,Br??sil,BRA,GMT+2,Am??riques,Portugais,BRL
3545,Region_3545,ISO_3545,France,FRA,GMT+9,Asie,Fran??ais,EUR
3546,Region_3546,ISO_3546,Allemagne,DEU,GMT+7,Europe,Allemand,USD
3547,Region_3547,ISO_3547,Espagne,ESP,GMT+7,Am??riques,Espagnol,BRL
3548,Region_3548,ISO_3548,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
3549,Region_3549,ISO_3549,Br??sil,BRA,GMT+6,Europe,Portugais,BRL
3550,Region_3550,ISO_3550,France,FRA,GMT+9,Am??riques,Fran??ais,EUR
3551,Region_3551,ISO_3551,Allemagne,DEU,GMT+2,Asie,Allemand,USD
3552,Region_3552,ISO_3552,Espagne,ESP,GMT+7,Europe,Espagnol,BRL
3553,Region_3553,ISO_3553,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
3554,Region_3554,ISO_3554,Br??sil,BRA,GMT+4,Asie,Portugais,BRL
3555,Region_3555,ISO_3555,France,FRA,GMT+5,Europe,Fran??ais,EUR
3556,Region_3556,ISO_3556,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
3557,Region_3557,ISO_3557,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
3558,Region_3558,ISO_3558,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
3559,Region_3559,ISO_3559,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
3560,Region_3560,ISO_3560,France,FRA,GMT+6,Asie,Fran??ais,EUR
3561,Region_3561,ISO_3561,Allemagne,DEU,GMT+4,Europe,Allemand,USD
3562,Region_3562,ISO_3562,Espagne,ESP,GMT+6,Am??riques,Espagnol,BRL
3563,Region_3563,ISO_3563,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
3564,Region_3564,ISO_3564,Br??sil,BRA,GMT+8,Europe,Portugais,BRL
3565,Region_3565,ISO_3565,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
3566,Region_3566,ISO_3566,Allemagne,DEU,GMT+7,Asie,Allemand,USD
3567,Region_3567,ISO_3567,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
3568,Region_3568,ISO_3568,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
3569,Region_3569,ISO_3569,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
3570,Region_3570,ISO_3570,France,FRA,GMT+1,Europe,Fran??ais,EUR
3571,Region_3571,ISO_3571,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
3572,Region_3572,ISO_3572,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
3573,Region_3573,ISO_3573,??tats-Unis,USA,GMT+8,Europe,Anglais,BRL
3574,Region_3574,ISO_3574,Br??sil,BRA,GMT+2,Am??riques,Portugais,BRL
3575,Region_3575,ISO_3575,France,FRA,GMT+9,Asie,Fran??ais,EUR
3576,Region_3576,ISO_3576,Allemagne,DEU,GMT+1,Europe,Allemand,USD
3577,Region_3577,ISO_3577,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
3578,Region_3578,ISO_3578,??tats-Unis,USA,GMT+7,Asie,Anglais,BRL
3579,Region_3579,ISO_3579,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
