,,,,,,,,,,
,,,,,,,,,,
ID_OFFRE,NOM_OFFRE,TYPE_OFFRE,PRIX_MENSUEL_EUR,LIMITE_COMPTES,DUREE_ECOUTE_LIVRE_AUDIO,FLAG_SPOTIFY_KIDS,FLAG_PUBLICITE,FLAG_MUSIQUE_HORS_CONNEXION,FLAG_AUDIO_LOSSLESS,
3095,Gratuit,Free,0,1,36,N,O,N,O,
3096,Premium Solo,Premium,9,99,1,11,O,N,O,N
3097,Premium Duo,Premium,12,99,1,34,N,N,O,N
3098,Premium Famille,Premium,15,99,6,33,O,N,O,N
3099,Gratuit,Free,0,1,28,N,O,N,N,
3100,Premium Solo,Premium,9,99,1,48,O,N,O,O
3101,Premium Duo,Premium,12,99,1,27,N,N,O,N
3102,Premium Famille,Premium,15,99,6,48,O,N,O,N
3103,Gratuit,Free,0,1,28,N,O,N,N,
3104,Premium Solo,Premium,9,99,1,27,O,N,O,N
3105,Premium Duo,Premium,12,99,1,16,N,N,O,O
3106,Premium Famille,Premium,15,99,6,39,O,N,O,N
3107,Gratuit,Free,0,1,34,N,O,N,N,
3108,Premium Solo,Premium,9,99,1,14,O,N,O,N
3109,Premium Duo,Premium,12,99,1,13,N,N,O,N
3110,Premium Famille,Premium,15,99,6,32,O,N,O,O
3111,Gratuit,Free,0,1,27,N,O,N,N,
3112,Premium Solo,Premium,9,99,1,24,O,N,O,N
3113,Premium Duo,Premium,12,99,1,34,N,N,O,N
3114,Premium Famille,Premium,15,99,6,46,O,N,O,N
3115,Gratuit,Free,0,1,16,N,O,N,O,
3116,Premium Solo,Premium,9,99,1,39,O,N,O,N
3117,Premium Duo,Premium,12,99,1,31,N,N,O,N
3118,Premium Famille,Premium,15,99,6,48,O,N,O,N
3119,Gratuit,Free,0,1,33,N,O,N,N,
3120,Premium Solo,Premium,9,99,1,14,O,N,O,O
3121,Premium Duo,Premium,12,99,1,25,N,N,O,N
3122,Premium Famille,Premium,15,99,6,40,O,N,O,N
3123,Gratuit,Free,0,1,32,N,O,N,N,
3124,Premium Solo,Premium,9,99,1,24,O,N,O,N
3125,Premium Duo,Premium,12,99,1,10,N,N,O,O
3126,Premium Famille,Premium,15,99,6,13,O,N,O,N
3127,Gratuit,Free,0,1,36,N,O,N,N,
3128,Premium Solo,Premium,9,99,1,45,O,N,O,N
3129,Premium Duo,Premium,12,99,1,25,N,N,O,N
3130,Premium Famille,Premium,15,99,6,42,O,N,O,O
3131,Gratuit,Free,0,1,30,N,O,N,N,
3132,Premium Solo,Premium,9,99,1,21,O,N,O,N
3133,Premium Duo,Premium,12,99,1,35,N,N,O,N
3134,Premium Famille,Premium,15,99,6,47,O,N,O,N
3135,Gratuit,Free,0,1,49,N,O,N,O,
3136,Premium Solo,Premium,9,99,1,24,O,N,O,N
3137,Premium Duo,Premium,12,99,1,16,N,N,O,N
3138,Premium Famille,Premium,15,99,6,41,O,N,O,N
3139,Gratuit,Free,0,1,20,N,O,N,N,
3140,Premium Solo,Premium,9,99,1,30,O,N,O,O
3141,Premium Duo,Premium,12,99,1,36,N,N,O,N
3142,Premium Famille,Premium,15,99,6,34,O,N,O,N
3143,Gratuit,Free,0,1,22,N,O,N,N,
3144,Premium Solo,Premium,9,99,1,37,O,N,O,N
3145,Premium Duo,Premium,12,99,1,27,N,N,O,O
3146,Premium Famille,Premium,15,99,6,23,O,N,O,N
3147,Gratuit,Free,0,1,16,N,O,N,N,
3148,Premium Solo,Premium,9,99,1,16,O,N,O,N
3149,Premium Duo,Premium,12,99,1,41,N,N,O,N
2049,Premium Duo,Premium,12,99,1,13,N,N,O,N
2050,Premium Famille,Premium,15,99,6,27,O,N,O,O
2051,Gratuit,Free,0,1,11,N,O,N,N,
2052,Premium Solo,Premium,9,99,1,18,O,N,O,N
2053,Premium Duo,Premium,12,99,1,27,N,N,O,N
2054,Premium Famille,Premium,15,99,6,36,O,N,O,N
2055,Gratuit,Free,0,1,49,N,O,N,O,
2056,Premium Solo,Premium,9,99,1,44,O,N,O,N
2057,Premium Duo,Premium,12,99,1,11,N,N,O,N
2058,Premium Famille,Premium,15,99,6,44,O,N,O,N
2059,Gratuit,Free,0,1,16,N,O,N,N,
2060,Premium Solo,Premium,9,99,1,14,O,N,O,O
2061,Premium Duo,Premium,12,99,1,45,N,N,O,N
2062,Premium Famille,Premium,15,99,6,41,O,N,O,N
2063,Gratuit,Free,0,1,44,N,O,N,N,
2064,Premium Solo,Premium,9,99,1,36,O,N,O,N
2065,Premium Duo,Premium,12,99,1,18,N,N,O,O
2066,Premium Famille,Premium,15,99,6,34,O,N,O,N
2067,Gratuit,Free,0,1,30,N,O,N,N,
2068,Premium Solo,Premium,9,99,1,49,O,N,O,N
2069,Premium Duo,Premium,12,99,1,46,N,N,O,N
2070,Premium Famille,Premium,15,99,6,41,O,N,O,O
2071,Gratuit,Free,0,1,37,N,O,N,N,
2072,Premium Solo,Premium,9,99,1,16,O,N,O,N
2073,Premium Duo,Premium,12,99,1,30,N,N,O,N
2074,Premium Famille,Premium,15,99,6,41,O,N,O,N
2075,Gratuit,Free,0,1,20,N,O,N,O,
2076,Premium Solo,Premium,9,99,1,29,O,N,O,N
2077,Premium Duo,Premium,12,99,1,43,N,N,O,N
2078,Premium Famille,Premium,15,99,6,23,O,N,O,N
2079,Gratuit,Free,0,1,38,N,O,N,N,
2080,Premium Solo,Premium,9,99,1,36,O,N,O,O
2081,Premium Duo,Premium,12,99,1,41,N,N,O,N
2082,Premium Famille,Premium,15,99,6,46,O,N,O,N
2083,Gratuit,Free,0,1,22,N,O,N,N,
2084,Premium Solo,Premium,9,99,1,25,O,N,O,N
2085,Premium Duo,Premium,12,99,1,41,N,N,O,O
2086,Premium Famille,Premium,15,99,6,43,O,N,O,N
2087,Gratuit,Free,0,1,42,N,O,N,N,
2088,Premium Solo,Premium,9,99,1,21,O,N,O,N
2089,Premium Duo,Premium,12,99,1,43,N,N,O,N
2090,Premium Famille,Premium,15,99,6,49,O,N,O,O
2091,Gratuit,Free,0,1,21,N,O,N,N,
2092,Premium Solo,Premium,9,99,1,15,O,N,O,N
2093,Premium Duo,Premium,12,99,1,17,N,N,O,N
2094,Premium Famille,Premium,15,99,6,30,O,N,O,N
2095,Gratuit,Free,0,1,33,N,O,N,O,
2096,Premium Solo,Premium,9,99,1,36,O,N,O,N
2097,Premium Duo,Premium,12,99,1,28,N,N,O,N
2098,Premium Famille,Premium,15,99,6,21,O,N,O,N
2099,Gratuit,Free,0,1,11,N,O,N,N,
2100,Premium Solo,Premium,9,99,1,29,O,N,O,O
2101,Premium Duo,Premium,12,99,1,14,N,N,O,N
2102,Premium Famille,Premium,15,99,6,43,O,N,O,N
2103,Gratuit,Free,0,1,48,N,O,N,N,
2104,Premium Solo,Premium,9,99,1,34,O,N,O,N
2105,Premium Duo,Premium,12,99,1,19,N,N,O,O
2106,Premium Famille,Premium,15,99,6,21,O,N,O,N
2107,Gratuit,Free,0,1,37,N,O,N,N,
2108,Premium Solo,Premium,9,99,1,21,O,N,O,N
2109,Premium Duo,Premium,12,99,1,49,N,N,O,N
2110,Premium Famille,Premium,15,99,6,38,O,N,O,O
2111,Gratuit,Free,0,1,31,N,O,N,N,
2112,Premium Solo,Premium,9,99,1,42,O,N,O,N
2113,Premium Duo,Premium,12,99,1,41,N,N,O,N
2114,Premium Famille,Premium,15,99,6,29,O,N,O,N
2115,Gratuit,Free,0,1,30,N,O,N,O,
2116,Premium Solo,Premium,9,99,1,36,O,N,O,N
2117,Premium Duo,Premium,12,99,1,35,N,N,O,N
2118,Premium Famille,Premium,15,99,6,36,O,N,O,N
2119,Gratuit,Free,0,1,47,N,O,N,N,
2120,Premium Solo,Premium,9,99,1,12,O,N,O,O
2121,Premium Duo,Premium,12,99,1,33,N,N,O,N
2122,Premium Famille,Premium,15,99,6,41,O,N,O,N
2123,Gratuit,Free,0,1,14,N,O,N,N,
2124,Premium Solo,Premium,9,99,1,13,O,N,O,N
2125,Premium Duo,Premium,12,99,1,22,N,N,O,O
2126,Premium Famille,Premium,15,99,6,21,O,N,O,N
2127,Gratuit,Free,0,1,43,N,O,N,N,
2128,Premium Solo,Premium,9,99,1,48,O,N,O,N
2129,Premium Duo,Premium,12,99,1,13,N,N,O,N
2130,Premium Famille,Premium,15,99,6,22,O,N,O,O
2131,Gratuit,Free,0,1,48,N,O,N,N,
2132,Premium Solo,Premium,9,99,1,47,O,N,O,N
2133,Premium Duo,Premium,12,99,1,17,N,N,O,N
2134,Premium Famille,Premium,15,99,6,37,O,N,O,N
2135,Gratuit,Free,0,1,21,N,O,N,O,
2136,Premium Solo,Premium,9,99,1,10,O,N,O,N
2137,Premium Duo,Premium,12,99,1,18,N,N,O,N
2138,Premium Famille,Premium,15,99,6,49,O,N,O,N
2139,Gratuit,Free,0,1,36,N,O,N,N,
2140,Premium Solo,Premium,9,99,1,40,O,N,O,O
2141,Premium Duo,Premium,12,99,1,31,N,N,O,N
2142,Premium Famille,Premium,15,99,6,23,O,N,O,N
2143,Gratuit,Free,0,1,14,N,O,N,N,
2144,Premium Solo,Premium,9,99,1,34,O,N,O,N
2145,Premium Duo,Premium,12,99,1,28,N,N,O,O
2146,Premium Famille,Premium,15,99,6,41,O,N,O,N
2147,Gratuit,Free,0,1,42,N,O,N,N,
2148,Premium Solo,Premium,9,99,1,42,O,N,O,N
2149,Premium Duo,Premium,12,99,1,17,N,N,O,N
2150,Premium Famille,Premium,15,99,6,31,O,N,O,O
2151,Gratuit,Free,0,1,39,N,O,N,N,
2152,Premium Solo,Premium,9,99,1,12,O,N,O,N
2153,Premium Duo,Premium,12,99,1,13,N,N,O,N
2154,Premium Famille,Premium,15,99,6,16,O,N,O,N
2155,Gratuit,Free,0,1,33,N,O,N,O,
2156,Premium Solo,Premium,9,99,1,26,O,N,O,N
2157,Premium Duo,Premium,12,99,1,15,N,N,O,N
2158,Premium Famille,Premium,15,99,6,41,O,N,O,N
2159,Gratuit,Free,0,1,33,N,O,N,N,
2160,Premium Solo,Premium,9,99,1,22,O,N,O,O
2161,Premium Duo,Premium,12,99,1,33,N,N,O,N
2162,Premium Famille,Premium,15,99,6,36,O,N,O,N
2163,Gratuit,Free,0,1,18,N,O,N,N,
2164,Premium Solo,Premium,9,99,1,16,O,N,O,N
2165,Premium Duo,Premium,12,99,1,25,N,N,O,O
2166,Premium Famille,Premium,15,99,6,42,O,N,O,N
2167,Gratuit,Free,0,1,43,N,O,N,N,
2168,Premium Solo,Premium,9,99,1,49,O,N,O,N
2169,Premium Duo,Premium,12,99,1,28,N,N,O,N
2170,Premium Famille,Premium,15,99,6,16,O,N,O,O
2171,Gratuit,Free,0,1,26,N,O,N,N,
2172,Premium Solo,Premium,9,99,1,16,O,N,O,N
2173,Premium Duo,Premium,12,99,1,10,N,N,O,N
2174,Premium Famille,Premium,15,99,6,11,O,N,O,N
2175,Gratuit,Free,0,1,37,N,O,N,O,
2176,Premium Solo,Premium,9,99,1,12,O,N,O,N
2177,Premium Duo,Premium,12,99,1,33,N,N,O,N
2178,Premium Famille,Premium,15,99,6,46,O,N,O,N
2179,Gratuit,Free,0,1,46,N,O,N,N,
2180,Premium Solo,Premium,9,99,1,30,O,N,O,O
2181,Premium Duo,Premium,12,99,1,43,N,N,O,N
2182,Premium Famille,Premium,15,99,6,32,O,N,O,N
2183,Gratuit,Free,0,1,11,N,O,N,N,
2184,Premium Solo,Premium,9,99,1,16,O,N,O,N
2185,Premium Duo,Premium,12,99,1,28,N,N,O,O
2186,Premium Famille,Premium,15,99,6,32,O,N,O,N
2187,Gratuit,Free,0,1,24,N,O,N,N,
2188,Premium Solo,Premium,9,99,1,22,O,N,O,N
2189,Premium Duo,Premium,12,99,1,28,N,N,O,N
2190,Premium Famille,Premium,15,99,6,44,O,N,O,O
2191,Gratuit,Free,0,1,23,N,O,N,N,
2192,Premium Solo,Premium,9,99,1,41,O,N,O,N
2193,Premium Duo,Premium,12,99,1,35,N,N,O,N
2194,Premium Famille,Premium,15,99,6,45,O,N,O,N
2195,Gratuit,Free,0,1,47,N,O,N,O,
2196,Premium Solo,Premium,9,99,1,47,O,N,O,N
2197,Premium Duo,Premium,12,99,1,15,N,N,O,N
2198,Premium Famille,Premium,15,99,6,47,O,N,O,N
2199,Gratuit,Free,0,1,34,N,O,N,N,
2200,Premium Solo,Premium,9,99,1,47,O,N,O,O
2201,Premium Duo,Premium,12,99,1,47,N,N,O,N
2202,Premium Famille,Premium,15,99,6,19,O,N,O,N
2203,Gratuit,Free,0,1,49,N,O,N,N,
2204,Premium Solo,Premium,9,99,1,17,O,N,O,N
2205,Premium Duo,Premium,12,99,1,33,N,N,O,O
2206,Premium Famille,Premium,15,99,6,26,O,N,O,N
2207,Gratuit,Free,0,1,14,N,O,N,N,
2208,Premium Solo,Premium,9,99,1,36,O,N,O,N
2209,Premium Duo,Premium,12,99,1,13,N,N,O,N
2210,Premium Famille,Premium,15,99,6,29,O,N,O,O
2211,Gratuit,Free,0,1,46,N,O,N,N,
2212,Premium Solo,Premium,9,99,1,48,O,N,O,N
2213,Premium Duo,Premium,12,99,1,24,N,N,O,N
2214,Premium Famille,Premium,15,99,6,34,O,N,O,N
2215,Gratuit,Free,0,1,29,N,O,N,O,
2216,Premium Solo,Premium,9,99,1,12,O,N,O,N
2217,Premium Duo,Premium,12,99,1,18,N,N,O,N
2218,Premium Famille,Premium,15,99,6,33,O,N,O,N
2219,Gratuit,Free,0,1,29,N,O,N,N,
2220,Premium Solo,Premium,9,99,1,44,O,N,O,O
2221,Premium Duo,Premium,12,99,1,36,N,N,O,N
2222,Premium Famille,Premium,15,99,6,16,O,N,O,N
2223,Gratuit,Free,0,1,41,N,O,N,N,
2224,Premium Solo,Premium,9,99,1,14,O,N,O,N
2225,Premium Duo,Premium,12,99,1,11,N,N,O,O
2226,Premium Famille,Premium,15,99,6,23,O,N,O,N
2227,Gratuit,Free,0,1,13,N,O,N,N,
2228,Premium Solo,Premium,9,99,1,16,O,N,O,N
2229,Premium Duo,Premium,12,99,1,49,N,N,O,N
2230,Premium Famille,Premium,15,99,6,21,O,N,O,O
2231,Gratuit,Free,0,1,10,N,O,N,N,
2232,Premium Solo,Premium,9,99,1,30,O,N,O,N
2233,Premium Duo,Premium,12,99,1,16,N,N,O,N
2234,Premium Famille,Premium,15,99,6,45,O,N,O,N
2235,Gratuit,Free,0,1,37,N,O,N,O,
2236,Premium Solo,Premium,9,99,1,27,O,N,O,N
2237,Premium Duo,Premium,12,99,1,49,N,N,O,N
2238,Premium Famille,Premium,15,99,6,16,O,N,O,N
2239,Gratuit,Free,0,1,43,N,O,N,N,
2240,Premium Solo,Premium,9,99,1,32,O,N,O,O
2241,Premium Duo,Premium,12,99,1,11,N,N,O,N
2242,Premium Famille,Premium,15,99,6,21,O,N,O,N
2243,Gratuit,Free,0,1,21,N,O,N,N,
2244,Premium Solo,Premium,9,99,1,43,O,N,O,N
2245,Premium Duo,Premium,12,99,1,28,N,N,O,O
2246,Premium Famille,Premium,15,99,6,42,O,N,O,N
2247,Gratuit,Free,0,1,44,N,O,N,N,
2248,Premium Solo,Premium,9,99,1,43,O,N,O,N
2249,Premium Duo,Premium,12,99,1,28,N,N,O,N
2250,Premium Famille,Premium,15,99,6,26,O,N,O,O
2251,Gratuit,Free,0,1,41,N,O,N,N,
2252,Premium Solo,Premium,9,99,1,42,O,N,O,N
2253,Premium Duo,Premium,12,99,1,13,N,N,O,N
2254,Premium Famille,Premium,15,99,6,25,O,N,O,N
2255,Gratuit,Free,0,1,12,N,O,N,O,
2256,Premium Solo,Premium,9,99,1,48,O,N,O,N
2257,Premium Duo,Premium,12,99,1,33,N,N,O,N
2258,Premium Famille,Premium,15,99,6,13,O,N,O,N
2259,Gratuit,Free,0,1,23,N,O,N,N,
2260,Premium Solo,Premium,9,99,1,32,O,N,O,O
2261,Premium Duo,Premium,12,99,1,38,N,N,O,N
2262,Premium Famille,Premium,15,99,6,15,O,N,O,N
2263,Gratuit,Free,0,1,17,N,O,N,N,
2264,Premium Solo,Premium,9,99,1,19,O,N,O,N
2265,Premium Duo,Premium,12,99,1,24,N,N,O,O
2266,Premium Famille,Premium,15,99,6,34,O,N,O,N
2267,Gratuit,Free,0,1,26,N,O,N,N,
2268,Premium Solo,Premium,9,99,1,24,O,N,O,N
2269,Premium Duo,Premium,12,99,1,40,N,N,O,N
2270,Premium Famille,Premium,15,99,6,22,O,N,O,O
2271,Gratuit,Free,0,1,34,N,O,N,N,
2272,Premium Solo,Premium,9,99,1,20,O,N,O,N
2273,Premium Duo,Premium,12,99,1,44,N,N,O,N
2274,Premium Famille,Premium,15,99,6,40,O,N,O,N
2275,Gratuit,Free,0,1,37,N,O,N,O,
2276,Premium Solo,Premium,9,99,1,15,O,N,O,N
2277,Premium Duo,Premium,12,99,1,48,N,N,O,N
2278,Premium Famille,Premium,15,99,6,35,O,N,O,N
2279,Gratuit,Free,0,1,48,N,O,N,N,
2280,Premium Solo,Premium,9,99,1,29,O,N,O,O
2281,Premium Duo,Premium,12,99,1,40,N,N,O,N
2282,Premium Famille,Premium,15,99,6,44,O,N,O,N
2283,Gratuit,Free,0,1,48,N,O,N,N,
2284,Premium Solo,Premium,9,99,1,12,O,N,O,N
2285,Premium Duo,Premium,12,99,1,37,N,N,O,O
2286,Premium Famille,Premium,15,99,6,12,O,N,O,N
2287,Gratuit,Free,0,1,29,N,O,N,N,
2288,Premium Solo,Premium,9,99,1,39,O,N,O,N
2289,Premium Duo,Premium,12,99,1,48,N,N,O,N
2290,Premium Famille,Premium,15,99,6,11,O,N,O,O
2291,Gratuit,Free,0,1,49,N,O,N,N,
2292,Premium Solo,Premium,9,99,1,38,O,N,O,N
2293,Premium Duo,Premium,12,99,1,21,N,N,O,N
2294,Premium Famille,Premium,15,99,6,10,O,N,O,N
2295,Gratuit,Free,0,1,42,N,O,N,O,
2296,Premium Solo,Premium,9,99,1,26,O,N,O,N
2297,Premium Duo,Premium,12,99,1,45,N,N,O,N
2298,Premium Famille,Premium,15,99,6,37,O,N,O,N
2299,Gratuit,Free,0,1,17,N,O,N,N,
2300,Premium Solo,Premium,9,99,1,19,O,N,O,O
2301,Premium Duo,Premium,12,99,1,15,N,N,O,N
2302,Premium Famille,Premium,15,99,6,28,O,N,O,N
2303,Gratuit,Free,0,1,14,N,O,N,N,
2304,Premium Solo,Premium,9,99,1,22,O,N,O,N
2305,Premium Duo,Premium,12,99,1,16,N,N,O,O
2306,Premium Famille,Premium,15,99,6,28,O,N,O,N
2307,Gratuit,Free,0,1,47,N,O,N,N,
2308,Premium Solo,Premium,9,99,1,12,O,N,O,N
2309,Premium Duo,Premium,12,99,1,10,N,N,O,N
2310,Premium Famille,Premium,15,99,6,10,O,N,O,O
2311,Gratuit,Free,0,1,28,N,O,N,N,
2312,Premium Solo,Premium,9,99,1,23,O,N,O,N
2313,Premium Duo,Premium,12,99,1,48,N,N,O,N
2314,Premium Famille,Premium,15,99,6,22,O,N,O,N
2315,Gratuit,Free,0,1,35,N,O,N,O,
2316,Premium Solo,Premium,9,99,1,25,O,N,O,N
2317,Premium Duo,Premium,12,99,1,17,N,N,O,N
2318,Premium Famille,Premium,15,99,6,36,O,N,O,N
2319,Gratuit,Free,0,1,48,N,O,N,N,
2320,Premium Solo,Premium,9,99,1,22,O,N,O,O
2321,Premium Duo,Premium,12,99,1,36,N,N,O,N
2322,Premium Famille,Premium,15,99,6,25,O,N,O,N
2323,Gratuit,Free,0,1,12,N,O,N,N,
2324,Premium Solo,Premium,9,99,1,11,O,N,O,N
2325,Premium Duo,Premium,12,99,1,23,N,N,O,O
2326,Premium Famille,Premium,15,99,6,26,O,N,O,N
2327,Gratuit,Free,0,1,36,N,O,N,N,
2328,Premium Solo,Premium,9,99,1,40,O,N,O,N
2329,Premium Duo,Premium,12,99,1,28,N,N,O,N
2330,Premium Famille,Premium,15,99,6,45,O,N,O,O
2331,Gratuit,Free,0,1,24,N,O,N,N,
2332,Premium Solo,Premium,9,99,1,14,O,N,O,N
2333,Premium Duo,Premium,12,99,1,14,N,N,O,N
2334,Premium Famille,Premium,15,99,6,12,O,N,O,N
2335,Gratuit,Free,0,1,42,N,O,N,O,
2336,Premium Solo,Premium,9,99,1,46,O,N,O,N
2337,Premium Duo,Premium,12,99,1,23,N,N,O,N
2338,Premium Famille,Premium,15,99,6,46,O,N,O,N
2339,Gratuit,Free,0,1,15,N,O,N,N,
2340,Premium Solo,Premium,9,99,1,38,O,N,O,O
2341,Premium Duo,Premium,12,99,1,12,N,N,O,N
2342,Premium Famille,Premium,15,99,6,47,O,N,O,N
2343,Gratuit,Free,0,1,12,N,O,N,N,
2344,Premium Solo,Premium,9,99,1,46,O,N,O,N
2345,Premium Duo,Premium,12,99,1,23,N,N,O,O
2346,Premium Famille,Premium,15,99,6,35,O,N,O,N
2347,Gratuit,Free,0,1,13,N,O,N,N,
2348,Premium Solo,Premium,9,99,1,28,O,N,O,N
2349,Premium Duo,Premium,12,99,1,36,N,N,O,N
2350,Premium Famille,Premium,15,99,6,41,O,N,O,O
2351,Gratuit,Free,0,1,39,N,O,N,N,
2352,Premium Solo,Premium,9,99,1,31,O,N,O,N
2353,Premium Duo,Premium,12,99,1,13,N,N,O,N
2354,Premium Famille,Premium,15,99,6,19,O,N,O,N
2355,Gratuit,Free,0,1,21,N,O,N,O,
2356,Premium Solo,Premium,9,99,1,28,O,N,O,N
2357,Premium Duo,Premium,12,99,1,45,N,N,O,N
2358,Premium Famille,Premium,15,99,6,40,O,N,O,N
2359,Gratuit,Free,0,1,12,N,O,N,N,
2360,Premium Solo,Premium,9,99,1,34,O,N,O,O
2361,Premium Duo,Premium,12,99,1,23,N,N,O,N
2362,Premium Famille,Premium,15,99,6,22,O,N,O,N
2363,Gratuit,Free,0,1,17,N,O,N,N,
2364,Premium Solo,Premium,9,99,1,14,O,N,O,N
2365,Premium Duo,Premium,12,99,1,12,N,N,O,O
2366,Premium Famille,Premium,15,99,6,20,O,N,O,N
2367,Gratuit,Free,0,1,20,N,O,N,N,
2368,Premium Solo,Premium,9,99,1,21,O,N,O,N
2369,Premium Duo,Premium,12,99,1,18,N,N,O,N
2370,Premium Famille,Premium,15,99,6,40,O,N,O,O
2371,Gratuit,Free,0,1,14,N,O,N,N,
2372,Premium Solo,Premium,9,99,1,20,O,N,O,N
2373,Premium Duo,Premium,12,99,1,33,N,N,O,N
2374,Premium Famille,Premium,15,99,6,11,O,N,O,N
2375,Gratuit,Free,0,1,19,N,O,N,O,
2376,Premium Solo,Premium,9,99,1,10,O,N,O,N
2377,Premium Duo,Premium,12,99,1,10,N,N,O,N
2378,Premium Famille,Premium,15,99,6,16,O,N,O,N
2379,Gratuit,Free,0,1,30,N,O,N,N,
2380,Premium Solo,Premium,9,99,1,10,O,N,O,O
2381,Premium Duo,Premium,12,99,1,17,N,N,O,N
2382,Premium Famille,Premium,15,99,6,25,O,N,O,N
2383,Gratuit,Free,0,1,22,N,O,N,N,
2384,Premium Solo,Premium,9,99,1,31,O,N,O,N
2385,Premium Duo,Premium,12,99,1,14,N,N,O,O
2386,Premium Famille,Premium,15,99,6,35,O,N,O,N
2387,Gratuit,Free,0,1,33,N,O,N,N,
2388,Premium Solo,Premium,9,99,1,49,O,N,O,N
2389,Premium Duo,Premium,12,99,1,42,N,N,O,N
2390,Premium Famille,Premium,15,99,6,44,O,N,O,O
2391,Gratuit,Free,0,1,31,N,O,N,N,
2392,Premium Solo,Premium,9,99,1,37,O,N,O,N
2393,Premium Duo,Premium,12,99,1,19,N,N,O,N
2394,Premium Famille,Premium,15,99,6,22,O,N,O,N
2395,Gratuit,Free,0,1,43,N,O,N,O,
2396,Premium Solo,Premium,9,99,1,15,O,N,O,N
2397,Premium Duo,Premium,12,99,1,18,N,N,O,N
2398,Premium Famille,Premium,15,99,6,22,O,N,O,N
2399,Gratuit,Free,0,1,18,N,O,N,N,
2400,Premium Solo,Premium,9,99,1,32,O,N,O,O
2401,Premium Duo,Premium,12,99,1,25,N,N,O,N
2402,Premium Famille,Premium,15,99,6,18,O,N,O,N
2403,Gratuit,Free,0,1,39,N,O,N,N,
2404,Premium Solo,Premium,9,99,1,20,O,N,O,N
2405,Premium Duo,Premium,12,99,1,42,N,N,O,O
2406,Premium Famille,Premium,15,99,6,48,O,N,O,N
2407,Gratuit,Free,0,1,31,N,O,N,N,
2408,Premium Solo,Premium,9,99,1,13,O,N,O,N
2409,Premium Duo,Premium,12,99,1,25,N,N,O,N
2410,Premium Famille,Premium,15,99,6,41,O,N,O,O
2411,Gratuit,Free,0,1,28,N,O,N,N,
2412,Premium Solo,Premium,9,99,1,13,O,N,O,N
2413,Premium Duo,Premium,12,99,1,16,N,N,O,N
2414,Premium Famille,Premium,15,99,6,24,O,N,O,N
2415,Gratuit,Free,0,1,16,N,O,N,O,
2416,Premium Solo,Premium,9,99,1,28,O,N,O,N
2417,Premium Duo,Premium,12,99,1,48,N,N,O,N
2418,Premium Famille,Premium,15,99,6,40,O,N,O,N
2419,Gratuit,Free,0,1,14,N,O,N,N,
2420,Premium Solo,Premium,9,99,1,45,O,N,O,O
2421,Premium Duo,Premium,12,99,1,15,N,N,O,N
2422,Premium Famille,Premium,15,99,6,41,O,N,O,N
2423,Gratuit,Free,0,1,49,N,O,N,N,
2424,Premium Solo,Premium,9,99,1,27,O,N,O,N
2425,Premium Duo,Premium,12,99,1,12,N,N,O,O
2426,Premium Famille,Premium,15,99,6,47,O,N,O,N
2427,Gratuit,Free,0,1,26,N,O,N,N,
2428,Premium Solo,Premium,9,99,1,42,O,N,O,N
2429,Premium Duo,Premium,12,99,1,24,N,N,O,N
2430,Premium Famille,Premium,15,99,6,27,O,N,O,O
2431,Gratuit,Free,0,1,32,N,O,N,N,
2432,Premium Solo,Premium,9,99,1,26,O,N,O,N
2433,Premium Duo,Premium,12,99,1,24,N,N,O,N
2434,Premium Famille,Premium,15,99,6,19,O,N,O,N
2435,Gratuit,Free,0,1,20,N,O,N,O,
2436,Premium Solo,Premium,9,99,1,10,O,N,O,N
2437,Premium Duo,Premium,12,99,1,24,N,N,O,N
2438,Premium Famille,Premium,15,99,6,43,O,N,O,N
2439,Gratuit,Free,0,1,35,N,O,N,N,
2440,Premium Solo,Premium,9,99,1,30,O,N,O,O
2441,Premium Duo,Premium,12,99,1,27,N,N,O,N
2442,Premium Famille,Premium,15,99,6,12,O,N,O,N
2443,Gratuit,Free,0,1,12,N,O,N,N,
2444,Premium Solo,Premium,9,99,1,48,O,N,O,N
2445,Premium Duo,Premium,12,99,1,19,N,N,O,O
2446,Premium Famille,Premium,15,99,6,38,O,N,O,N
2447,Gratuit,Free,0,1,16,N,O,N,N,
2448,Premium Solo,Premium,9,99,1,17,O,N,O,N
2449,Premium Duo,Premium,12,99,1,12,N,N,O,N
2450,Premium Famille,Premium,15,99,6,47,O,N,O,O
2451,Gratuit,Free,0,1,11,N,O,N,N,
2452,Premium Solo,Premium,9,99,1,23,O,N,O,N
2453,Premium Duo,Premium,12,99,1,14,N,N,O,N
2454,Premium Famille,Premium,15,99,6,17,O,N,O,N
2455,Gratuit,Free,0,1,10,N,O,N,O,
2456,Premium Solo,Premium,9,99,1,28,O,N,O,N
2457,Premium Duo,Premium,12,99,1,15,N,N,O,N
2458,Premium Famille,Premium,15,99,6,15,O,N,O,N
2459,Gratuit,Free,0,1,12,N,O,N,N,
2460,Premium Solo,Premium,9,99,1,16,O,N,O,O
2461,Premium Duo,Premium,12,99,1,25,N,N,O,N
2462,Premium Famille,Premium,15,99,6,14,O,N,O,N
2463,Gratuit,Free,0,1,30,N,O,N,N,
2464,Premium Solo,Premium,9,99,1,40,O,N,O,N
2465,Premium Duo,Premium,12,99,1,11,N,N,O,O
