,,,,,,,,,,
,,,,,,,,,,
ID_SEGMENT,NOM_TRANCHE_D_AGE,AGE_MINIMUM,AGE_MAXIMUM,POURCENTAGE_POPULATION,REVENU_MOYEN,GENRE_MUSICAL_FAVORI,APPAREIL_PREFERE,FLAG_UTILISATEURS_MINEURS,,
2007,Moins de 18 Ans,1,17,19,96,24341,18,Pop,Smartphone,O
2008,18-25 Ans,18,25,24,92,46832,33,Rock,Ordinateur,N
2009,26-40 Ans,26,40,21,83,20870,94,Rap,Smart TV,N
2010,41-60 Ans,41,60,24,29,95637,66,Pop,Smartphone,N
2011,Moins de 18 Ans,1,17,13,56,31037,19,Rock,Ordinateur,O
2012,18-25 Ans,18,25,29,89,32199,44,Rap,Smart TV,N
2013,26-40 Ans,26,40,29,96,66150,71,Pop,Smartphone,N
2014,41-60 Ans,41,60,23,98,77894,21,Rock,Ordinateur,N
2015,Moins de 18 Ans,1,17,22,37,45272,88,Rap,Smart TV,O
2016,18-25 Ans,18,25,28,97,75600,3,Pop,Smartphone,N
2017,26-40 Ans,26,40,15,46,80210,32,Rock,Ordinateur,N
2018,41-60 Ans,41,60,10,85,53616,34,Rap,Smart TV,N
2019,Moins de 18 Ans,1,17,13,6,22696,66,Pop,Smartphone,O
2020,18-25 Ans,18,25,12,66,24955,88,Rock,Ordinateur,N
2021,26-40 Ans,26,40,18,1,21608,3,Rap,Smart TV,N
2022,41-60 Ans,41,60,24,74,60242,86,Pop,Smartphone,N
2023,Moins de 18 Ans,1,17,29,49,83358,38,Rock,Ordinateur,O
2024,18-25 Ans,18,25,17,93,37623,38,Rap,Smart TV,N
2025,26-40 Ans,26,40,28,77,21706,8,Pop,Smartphone,N
2026,41-60 Ans,41,60,16,31,61031,75,Rock,Ordinateur,N
2027,Moins de 18 Ans,1,17,23,19,95249,93,Rap,Smart TV,O
2028,18-25 Ans,18,25,24,55,93416,55,Pop,Smartphone,N
2029,26-40 Ans,26,40,21,2,42429,6,Rock,Ordinateur,N
2030,41-60 Ans,41,60,25,97,59435,94,Rap,Smart TV,N
2031,Moins de 18 Ans,1,17,13,76,95440,13,Pop,Smartphone,O
2032,18-25 Ans,18,25,22,3,65337,76,Rock,Ordinateur,N
2033,26-40 Ans,26,40,22,64,75319,5,Rap,Smart TV,N
2034,41-60 Ans,41,60,25,66,74263,73,Pop,Smartphone,N
2035,Moins de 18 Ans,1,17,11,76,90311,49,Rock,Ordinateur,O
2036,18-25 Ans,18,25,17,95,99360,76,Rap,Smart TV,N
2037,26-40 Ans,26,40,10,62,56126,98,Pop,Smartphone,N
2038,41-60 Ans,41,60,18,97,32202,59,Rock,Ordinateur,N
2039,Moins de 18 Ans,1,17,28,6,51281,74,Rap,Smart TV,O
2040,18-25 Ans,18,25,17,46,94898,46,Pop,Smartphone,N
2041,26-40 Ans,26,40,21,96,21180,46,Rock,Ordinateur,N
2042,41-60 Ans,41,60,14,73,42220,84,Rap,Smart TV,N
2043,Moins de 18 Ans,1,17,15,13,74085,1,Pop,Smartphone,O
2044,18-25 Ans,18,25,22,25,86643,32,Rock,Ordinateur,N
2045,26-40 Ans,26,40,10,66,87265,22,Rap,Smart TV,N
2046,41-60 Ans,41,60,28,26,49449,45,Pop,Smartphone,N
2047,Moins de 18 Ans,1,17,29,53,79830,2,Rock,Ordinateur,O
2048,18-25 Ans,18,25,22,57,22604,24,Rap,Smart TV,N
2049,26-40 Ans,26,40,24,23,61610,79,Pop,Smartphone,N
2050,41-60 Ans,41,60,13,63,25016,26,Rock,Ordinateur,N
2051,Moins de 18 Ans,1,17,23,42,83520,63,Rap,Smart TV,O
2052,18-25 Ans,18,25,14,25,97553,73,Pop,Smartphone,N
2053,26-40 Ans,26,40,19,46,81137,58,Rock,Ordinateur,N
2054,41-60 Ans,41,60,23,31,67136,14,Rap,Smart TV,N
2055,Moins de 18 Ans,1,17,16,63,28017,3,Pop,Smartphone,O
2056,18-25 Ans,18,25,27,8,32641,49,Rock,Ordinateur,N
2057,26-40 Ans,26,40,15,9,22802,Rap,Smart TV,N,
2058,41-60 Ans,41,60,25,41,55554,84,Pop,Smartphone,N
2059,Moins de 18 Ans,1,17,22,38,38197,52,Rock,Ordinateur,O
2060,18-25 Ans,18,25,18,73197,33,Rap,Smart TV,N,
2061,26-40 Ans,26,40,20,65,75703,5,Pop,Smartphone,N
2062,41-60 Ans,41,60,10,93,25174,65,Rock,Ordinateur,N
2063,Moins de 18 Ans,1,17,22,54,22081,86,Rap,Smart TV,O
2064,18-25 Ans,18,25,10,49,79406,53,Pop,Smartphone,N
2065,26-40 Ans,26,40,29,43,70387,12,Rock,Ordinateur,N
2066,41-60 Ans,41,60,14,3,68065,46,Rap,Smart TV,N
2067,Moins de 18 Ans,1,17,13,7,66806,97,Pop,Smartphone,O
2068,18-25 Ans,18,25,28,11,25689,87,Rock,Ordinateur,N
2069,26-40 Ans,26,40,25,58,92160,32,Rap,Smart TV,N
2070,41-60 Ans,41,60,27,34,67054,5,Pop,Smartphone,N
2071,Moins de 18 Ans,1,17,25,53,57331,61,Rock,Ordinateur,O
2072,18-25 Ans,18,25,29,82,46249,99,Rap,Smart TV,N
2073,26-40 Ans,26,40,27,52,74709,8,Pop,Smartphone,N
2074,41-60 Ans,41,60,26,25,67662,3,Rock,Ordinateur,N
2075,Moins de 18 Ans,1,17,29,51,22274,72,Rap,Smart TV,O
2076,18-25 Ans,18,25,23,95,39512,28,Pop,Smartphone,N
2077,26-40 Ans,26,40,14,33,38219,79,Rock,Ordinateur,N
2078,41-60 Ans,41,60,12,55,43811,58,Rap,Smart TV,N
2079,Moins de 18 Ans,1,17,26,4,38949,16,Pop,Smartphone,O
2080,18-25 Ans,18,25,24,24,55570,86,Rock,Ordinateur,N
2081,26-40 Ans,26,40,17,88,90453,2,Rap,Smart TV,N
2082,41-60 Ans,41,60,13,8,61334,5,Pop,Smartphone,N
2083,Moins de 18 Ans,1,17,23,71,80767,21,Rock,Ordinateur,O
2084,18-25 Ans,18,25,14,58,25928,11,Rap,Smart TV,N
2085,26-40 Ans,26,40,28,74,71013,78,Pop,Smartphone,N
2086,41-60 Ans,41,60,10,65,51627,37,Rock,Ordinateur,N
2087,Moins de 18 Ans,1,17,23,88,51265,89,Rap,Smart TV,O
2088,18-25 Ans,18,25,29,86,52651,97,Pop,Smartphone,N
2089,26-40 Ans,26,40,17,6,88717,5,Rock,Ordinateur,N
2090,41-60 Ans,41,60,23,21,68169,42,Rap,Smart TV,N
2091,Moins de 18 Ans,1,17,11,9,77766,58,Pop,Smartphone,O
2092,18-25 Ans,18,25,29,73,35052,8,Rock,Ordinateur,N
2093,26-40 Ans,26,40,27,15,47409,77,Rap,Smart TV,N
2094,41-60 Ans,41,60,27,97,20404,88,Pop,Smartphone,N
2095,Moins de 18 Ans,1,17,26,44,69412,46,Rock,Ordinateur,O
2096,18-25 Ans,18,25,20,32,33842,75,Rap,Smart TV,N
2097,26-40 Ans,26,40,25,65,24558,6,Pop,Smartphone,N
2098,41-60 Ans,41,60,12,1,56926,14,Rock,Ordinateur,N
2099,Moins de 18 Ans,1,17,14,52,37616,19,Rap,Smart TV,O
2100,18-25 Ans,18,25,18,4,85029,56,Pop,Smartphone,N
2101,26-40 Ans,26,40,16,43,87613,65,Rock,Ordinateur,N
2102,41-60 Ans,41,60,29,82,73556,86,Rap,Smart TV,N
2103,Moins de 18 Ans,1,17,18,39,75248,9,Pop,Smartphone,O
2104,18-25 Ans,18,25,23,4,67726,88,Rock,Ordinateur,N
2105,26-40 Ans,26,40,11,73,83027,6,Rap,Smart TV,N
2106,41-60 Ans,41,60,28,89959,1,Pop,Smartphone,N,
2107,Moins de 18 Ans,1,17,29,18,75879,8,Rock,Ordinateur,O
2108,18-25 Ans,18,25,22,66,40131,62,Rap,Smart TV,N
2109,26-40 Ans,26,40,14,47,27078,66,Pop,Smartphone,N
2110,41-60 Ans,41,60,20,43,60580,14,Rock,Ordinateur,N
2111,Moins de 18 Ans,1,17,17,54,79592,11,Rap,Smart TV,O
2112,18-25 Ans,18,25,14,94,77575,86,Pop,Smartphone,N
2113,26-40 Ans,26,40,23,89,30997,92,Rock,Ordinateur,N
2114,41-60 Ans,41,60,27,14,93627,97,Rap,Smart TV,N
2115,Moins de 18 Ans,1,17,22,22,51625,43,Pop,Smartphone,O
2116,18-25 Ans,18,25,14,42,76135,45,Rock,Ordinateur,N
2117,26-40 Ans,26,40,24,8,72126,9,Rap,Smart TV,N
2118,41-60 Ans,41,60,15,43,57897,22,Pop,Smartphone,N
2119,Moins de 18 Ans,1,17,18,25,71083,8,Rock,Ordinateur,O
2120,18-25 Ans,18,25,25,69,95544,21,Rap,Smart TV,N
2121,26-40 Ans,26,40,12,61,83858,5,Pop,Smartphone,N
2122,41-60 Ans,41,60,27,59,82471,88,Rock,Ordinateur,N
2123,Moins de 18 Ans,1,17,16,32,31883,67,Rap,Smart TV,O
2124,18-25 Ans,18,25,18,49,20476,51,Pop,Smartphone,N
2125,26-40 Ans,26,40,12,91,70127,51,Rock,Ordinateur,N
2126,41-60 Ans,41,60,29,38,68278,51,Rap,Smart TV,N
2127,Moins de 18 Ans,1,17,29,3,71948,98,Pop,Smartphone,O
2128,18-25 Ans,18,25,20,65,21295,25,Rock,Ordinateur,N
2129,26-40 Ans,26,40,29,65,87842,91,Rap,Smart TV,N
2130,41-60 Ans,41,60,21,8,22422,71,Pop,Smartphone,N
2131,Moins de 18 Ans,1,17,11,72,89845,79,Rock,Ordinateur,O
2132,18-25 Ans,18,25,15,97,83268,45,Rap,Smart TV,N
2133,26-40 Ans,26,40,18,79,33707,29,Pop,Smartphone,N
2134,41-60 Ans,41,60,16,96,49731,23,Rock,Ordinateur,N
2135,Moins de 18 Ans,1,17,16,74,53401,91,Rap,Smart TV,O
2136,18-25 Ans,18,25,13,92,48300,35,Pop,Smartphone,N
2137,26-40 Ans,26,40,27,73,52102,93,Rock,Ordinateur,N
2138,41-60 Ans,41,60,15,76,75471,23,Rap,Smart TV,N
2139,Moins de 18 Ans,1,17,27,87,73745,25,Pop,Smartphone,O
2140,18-25 Ans,18,25,24,51,87209,65,Rock,Ordinateur,N
2141,26-40 Ans,26,40,25,28,86059,79,Rap,Smart TV,N
2142,41-60 Ans,41,60,20,48,66090,39,Pop,Smartphone,N
2143,Moins de 18 Ans,1,17,10,89,80286,95,Rock,Ordinateur,O
2144,18-25 Ans,18,25,24,36,74942,74,Rap,Smart TV,N
2145,26-40 Ans,26,40,19,99,88911,12,Pop,Smartphone,N
2146,41-60 Ans,41,60,20,8,59889,82,Rock,Ordinateur,N
2147,Moins de 18 Ans,1,17,20,23,26641,31,Rap,Smart TV,O
2148,18-25 Ans,18,25,24,7,65591,6,Pop,Smartphone,N
2149,26-40 Ans,26,40,29,39,38220,3,Rock,Ordinateur,N
2150,41-60 Ans,41,60,13,5,72253,72,Rap,Smart TV,N
2151,Moins de 18 Ans,1,17,21,32,69650,21,Pop,Smartphone,O
2152,18-25 Ans,18,25,17,19,22573,98,Rock,Ordinateur,N
2153,26-40 Ans,26,40,10,56,40558,3,Rap,Smart TV,N
2154,41-60 Ans,41,60,15,94,88684,8,Pop,Smartphone,N
2155,Moins de 18 Ans,1,17,16,42,40657,79,Rock,Ordinateur,O
2156,18-25 Ans,18,25,27,13,79737,1,Rap,Smart TV,N
2157,26-40 Ans,26,40,23,48,29091,31,Pop,Smartphone,N
2158,41-60 Ans,41,60,22,13,30448,76,Rock,Ordinateur,N
2159,Moins de 18 Ans,1,17,22,53,21293,5,Rap,Smart TV,O
2160,18-25 Ans,18,25,19,55,95122,69,Pop,Smartphone,N
2161,26-40 Ans,26,40,10,65,88176,25,Rock,Ordinateur,N
2162,41-60 Ans,41,60,27,41,87891,4,Rap,Smart TV,N
2163,Moins de 18 Ans,1,17,20,1,94488,5,Pop,Smartphone,O
2164,18-25 Ans,18,25,28,47,88502,7,Rock,Ordinateur,N
2165,26-40 Ans,26,40,22,58,55255,14,Rap,Smart TV,N
2166,41-60 Ans,41,60,16,93,56761,37,Pop,Smartphone,N
2167,Moins de 18 Ans,1,17,15,85,26829,23,Rock,Ordinateur,O
2168,18-25 Ans,18,25,27,45,83355,87,Rap,Smart TV,N
2169,26-40 Ans,26,40,11,65,85656,22,Pop,Smartphone,N
2170,41-60 Ans,41,60,18,69,49268,66,Rock,Ordinateur,N
2171,Moins de 18 Ans,1,17,10,24,65935,62,Rap,Smart TV,O
2172,18-25 Ans,18,25,18,67,33871,72,Pop,Smartphone,N
2173,26-40 Ans,26,40,29,5,28833,4,Rock,Ordinateur,N
2174,41-60 Ans,41,60,22,58,31061,62,Rap,Smart TV,N
2175,Moins de 18 Ans,1,17,11,98,37023,86,Pop,Smartphone,O
2176,18-25 Ans,18,25,20,18,20183,77,Rock,Ordinateur,N
2177,26-40 Ans,26,40,11,6,21824,18,Rap,Smart TV,N
2178,41-60 Ans,41,60,20,4,25328,81,Pop,Smartphone,N
2179,Moins de 18 Ans,1,17,21,3,42668,28,Rock,Ordinateur,O
2180,18-25 Ans,18,25,27,77,72553,68,Rap,Smart TV,N
2181,26-40 Ans,26,40,23,95,71474,69,Pop,Smartphone,N
2182,41-60 Ans,41,60,16,36,69089,7,Rock,Ordinateur,N
2183,Moins de 18 Ans,1,17,16,87,78288,55,Rap,Smart TV,O
2184,18-25 Ans,18,25,20,77,80520,81,Pop,Smartphone,N
2185,26-40 Ans,26,40,28,69,23287,59,Rock,Ordinateur,N
2186,41-60 Ans,41,60,19,93,71077,5,Rap,Smart TV,N
2187,Moins de 18 Ans,1,17,21,81,92890,95,Pop,Smartphone,O
2188,18-25 Ans,18,25,12,25,20620,86,Rock,Ordinateur,N
2189,26-40 Ans,26,40,29,25,59959,66,Rap,Smart TV,N
2190,41-60 Ans,41,60,29,74,67977,6,Pop,Smartphone,N
2191,Moins de 18 Ans,1,17,12,88,54605,17,Rock,Ordinateur,O
2192,18-25 Ans,18,25,27,17,76719,8,Rap,Smart TV,N
2193,26-40 Ans,26,40,19,27,87869,71,Pop,Smartphone,N
2194,41-60 Ans,41,60,20,52,87534,19,Rock,Ordinateur,N
2195,Moins de 18 Ans,1,17,17,37,80859,69,Rap,Smart TV,O
2196,18-25 Ans,18,25,18,98,82431,55,Pop,Smartphone,N
2197,26-40 Ans,26,40,19,28,80219,94,Rock,Ordinateur,N
2198,41-60 Ans,41,60,29,59,48431,79,Rap,Smart TV,N
2199,Moins de 18 Ans,1,17,16,6,97772,64,Pop,Smartphone,O
2200,18-25 Ans,18,25,28,6,92749,98,Rock,Ordinateur,N
2201,26-40 Ans,26,40,13,3,30056,2,Rap,Smart TV,N
2202,41-60 Ans,41,60,25,53,75163,5,Pop,Smartphone,N
2203,Moins de 18 Ans,1,17,12,48,69708,18,Rock,Ordinateur,O
2204,18-25 Ans,18,25,10,2,23405,87,Rap,Smart TV,N
2205,26-40 Ans,26,40,20,45,59097,44,Pop,Smartphone,N
2206,41-60 Ans,41,60,23,33,75651,9,Rock,Ordinateur,N
2207,Moins de 18 Ans,1,17,24,32,79761,9,Rap,Smart TV,O
2208,18-25 Ans,18,25,17,32,32892,77,Pop,Smartphone,N
2209,26-40 Ans,26,40,19,84,87535,65,Rock,Ordinateur,N
2210,41-60 Ans,41,60,19,16,76984,55,Rap,Smart TV,N
2211,Moins de 18 Ans,1,17,19,79,99002,45,Pop,Smartphone,O
2212,18-25 Ans,18,25,20,74,51878,45,Rock,Ordinateur,N
2213,26-40 Ans,26,40,25,88,58075,8,Rap,Smart TV,N
2214,41-60 Ans,41,60,29,88,91452,85,Pop,Smartphone,N
2215,Moins de 18 Ans,1,17,27,67,23386,96,Rock,Ordinateur,O
2216,18-25 Ans,18,25,28,34,29129,94,Rap,Smart TV,N
2217,26-40 Ans,26,40,22,5,81091,81,Pop,Smartphone,N
2218,41-60 Ans,41,60,15,79,41427,19,Rock,Ordinateur,N
2219,Moins de 18 Ans,1,17,11,8,89490,49,Rap,Smart TV,O
2220,18-25 Ans,18,25,25,3,98863,17,Pop,Smartphone,N
2221,26-40 Ans,26,40,16,74,35396,6,Rock,Ordinateur,N
2222,41-60 Ans,41,60,20,8,26770,98,Rap,Smart TV,N
2223,Moins de 18 Ans,1,17,20,16,85183,4,Pop,Smartphone,O
2224,18-25 Ans,18,25,28,83,96475,32,Rock,Ordinateur,N
2225,26-40 Ans,26,40,21,94,54982,27,Rap,Smart TV,N
2226,41-60 Ans,41,60,11,35,83372,42,Pop,Smartphone,N
2227,Moins de 18 Ans,1,17,29,19,57344,91,Rock,Ordinateur,O
2228,18-25 Ans,18,25,16,16,95628,17,Rap,Smart TV,N
2229,26-40 Ans,26,40,22,3,81648,43,Pop,Smartphone,N
2230,41-60 Ans,41,60,21,65,20578,42,Rock,Ordinateur,N
2231,Moins de 18 Ans,1,17,23,27,94175,49,Rap,Smart TV,O
2232,18-25 Ans,18,25,13,13,31799,53,Pop,Smartphone,N
2233,26-40 Ans,26,40,15,5,96447,7,Rock,Ordinateur,N
2234,41-60 Ans,41,60,29,27,81586,82,Rap,Smart TV,N
2235,Moins de 18 Ans,1,17,22,31,29399,16,Pop,Smartphone,O
2236,18-25 Ans,18,25,12,94,86311,56,Rock,Ordinateur,N
2237,26-40 Ans,26,40,10,73,99809,19,Rap,Smart TV,N
2238,41-60 Ans,41,60,25,94,99769,85,Pop,Smartphone,N
2239,Moins de 18 Ans,1,17,26,5,58276,69,Rock,Ordinateur,O
2240,18-25 Ans,18,25,17,9,51263,14,Rap,Smart TV,N
2241,26-40 Ans,26,40,28,26,24925,64,Pop,Smartphone,N
2242,41-60 Ans,41,60,23,71,87438,7,Rock,Ordinateur,N
2243,Moins de 18 Ans,1,17,20,18,37999,29,Rap,Smart TV,O
2244,18-25 Ans,18,25,11,19,38147,51,Pop,Smartphone,N
2245,26-40 Ans,26,40,20,69,89756,56,Rock,Ordinateur,N
2246,41-60 Ans,41,60,15,5,77408,51,Rap,Smart TV,N
2247,Moins de 18 Ans,1,17,25,92,92661,48,Pop,Smartphone,O
2248,18-25 Ans,18,25,12,67,67156,4,Rock,Ordinateur,N
2249,26-40 Ans,26,40,12,96,60263,58,Rap,Smart TV,N
2250,41-60 Ans,41,60,27,9,29874,Pop,Smartphone,N,
2251,Moins de 18 Ans,1,17,28,65,27080,27,Rock,Ordinateur,O
2252,18-25 Ans,18,25,25,7,70687,87,Rap,Smart TV,N
2253,26-40 Ans,26,40,18,7,89171,88,Pop,Smartphone,N
2254,41-60 Ans,41,60,25,79,80960,6,Rock,Ordinateur,N
2255,Moins de 18 Ans,1,17,28,91,72982,23,Rap,Smart TV,O
2256,18-25 Ans,18,25,16,72,61189,9,Pop,Smartphone,N
2257,26-40 Ans,26,40,26,64,41441,18,Rock,Ordinateur,N
2258,41-60 Ans,41,60,27,33827,3,Rap,Smart TV,N,
2259,Moins de 18 Ans,1,17,13,4,37293,93,Pop,Smartphone,O
2260,18-25 Ans,18,25,17,49,82929,49,Rock,Ordinateur,N
2261,26-40 Ans,26,40,26,55,39083,91,Rap,Smart TV,N
2262,41-60 Ans,41,60,19,75,52918,39,Pop,Smartphone,N
2263,Moins de 18 Ans,1,17,10,52,42418,65,Rock,Ordinateur,O
2264,18-25 Ans,18,25,18,37,34775,95,Rap,Smart TV,N
2265,26-40 Ans,26,40,20,2,72113,34,Pop,Smartphone,N
2266,41-60 Ans,41,60,12,41,78767,71,Rock,Ordinateur,N
2267,Moins de 18 Ans,1,17,21,34,31140,68,Rap,Smart TV,O
2268,18-25 Ans,18,25,10,49,47849,54,Pop,Smartphone,N
2269,26-40 Ans,26,40,28,52,57967,54,Rock,Ordinateur,N
2270,41-60 Ans,41,60,22,1,56353,49,Rap,Smart TV,N
2271,Moins de 18 Ans,1,17,27,75,51649,43,Pop,Smartphone,O
2272,18-25 Ans,18,25,24,83,49314,33,Rock,Ordinateur,N
2273,26-40 Ans,26,40,12,8,30022,74,Rap,Smart TV,N
2274,41-60 Ans,41,60,27,81,95840,79,Pop,Smartphone,N
2275,Moins de 18 Ans,1,17,12,49,60609,75,Rock,Ordinateur,O
2276,18-25 Ans,18,25,17,52,98047,32,Rap,Smart TV,N
2277,26-40 Ans,26,40,24,84,47353,14,Pop,Smartphone,N
2278,41-60 Ans,41,60,20,7,96642,85,Rock,Ordinateur,N
2279,Moins de 18 Ans,1,17,17,37,36254,87,Rap,Smart TV,O
2280,18-25 Ans,18,25,26,37,94864,24,Pop,Smartphone,N
2281,26-40 Ans,26,40,20,32,92786,13,Rock,Ordinateur,N
2282,41-60 Ans,41,60,19,93,60978,58,Rap,Smart TV,N
2283,Moins de 18 Ans,1,17,26,3,48842,33,Pop,Smartphone,O
2284,18-25 Ans,18,25,27,26,80671,61,Rock,Ordinateur,N
2285,26-40 Ans,26,40,24,85,56416,43,Rap,Smart TV,N
2286,41-60 Ans,41,60,22,55,23156,32,Pop,Smartphone,N
2287,Moins de 18 Ans,1,17,22,24,29284,46,Rock,Ordinateur,O
2288,18-25 Ans,18,25,13,6,97401,39,Rap,Smart TV,N
2289,26-40 Ans,26,40,17,28,50230,88,Pop,Smartphone,N
2290,41-60 Ans,41,60,17,19,32016,7,Rock,Ordinateur,N
2291,Moins de 18 Ans,1,17,25,76,83553,88,Rap,Smart TV,O
2292,18-25 Ans,18,25,13,21,39420,27,Pop,Smartphone,N
2293,26-40 Ans,26,40,29,87,72436,25,Rock,Ordinateur,N
2294,41-60 Ans,41,60,23,85,94855,89,Rap,Smart TV,N
2295,Moins de 18 Ans,1,17,16,85,87414,83,Pop,Smartphone,O
2296,18-25 Ans,18,25,15,68,55382,76,Rock,Ordinateur,N
2297,26-40 Ans,26,40,17,69,28127,62,Rap,Smart TV,N
2298,41-60 Ans,41,60,29,33,75104,44,Pop,Smartphone,N
2299,Moins de 18 Ans,1,17,25,12,68376,87,Rock,Ordinateur,O
2300,18-25 Ans,18,25,12,5,90606,48,Rap,Smart TV,N
2301,26-40 Ans,26,40,21,61,61416,7,Pop,Smartphone,N
2302,41-60 Ans,41,60,29,75,78898,79,Rock,Ordinateur,N
2303,Moins de 18 Ans,1,17,22,47,62329,73,Rap,Smart TV,O
2304,18-25 Ans,18,25,28,86,28454,16,Pop,Smartphone,N
2305,26-40 Ans,26,40,24,4,91551,58,Rock,Ordinateur,N
2306,41-60 Ans,41,60,12,16,32527,32,Rap,Smart TV,N
2307,Moins de 18 Ans,1,17,29,95,98287,1,Pop,Smartphone,O
2308,18-25 Ans,18,25,13,57,60751,72,Rock,Ordinateur,N
2309,26-40 Ans,26,40,21,31,35138,88,Rap,Smart TV,N
2310,41-60 Ans,41,60,18,96,31518,46,Pop,Smartphone,N
2311,Moins de 18 Ans,1,17,14,6,31753,24,Rock,Ordinateur,O
2312,18-25 Ans,18,25,14,1,30162,41,Rap,Smart TV,N
2313,26-40 Ans,26,40,21,14,67512,61,Pop,Smartphone,N
2314,41-60 Ans,41,60,24,57,49435,14,Rock,Ordinateur,N
3539,Moins de 18 Ans,1,17,22,66,27948,64,Rap,Smart TV,O
3540,18-25 Ans,18,25,11,42,87293,Pop,Smartphone,N,
3541,26-40 Ans,26,40,20,57,37706,51,Rock,Ordinateur,N
3542,41-60 Ans,41,60,29,21,70217,25,Rap,Smart TV,N
3543,Moins de 18 Ans,1,17,24,86,25846,43,Pop,Smartphone,O
3544,18-25 Ans,18,25,12,63,29463,41,Rock,Ordinateur,N
3545,26-40 Ans,26,40,28,6,73026,1,Rap,Smart TV,N
3546,41-60 Ans,41,60,10,2,85203,12,Pop,Smartphone,N
3547,Moins de 18 Ans,1,17,13,77,81015,57,Rock,Ordinateur,O
3548,18-25 Ans,18,25,20,68,26976,85,Rap,Smart TV,N
3549,26-40 Ans,26,40,26,21,33651,52,Pop,Smartphone,N
3550,41-60 Ans,41,60,21,36,83936,6,Rock,Ordinateur,N
3551,Moins de 18 Ans,1,17,22,46,64907,14,Rap,Smart TV,O
3552,18-25 Ans,18,25,21,13,49635,98,Pop,Smartphone,N
3553,26-40 Ans,26,40,29,13,92358,2,Rock,Ordinateur,N
3554,41-60 Ans,41,60,16,92,39707,2,Rap,Smart TV,N
3555,Moins de 18 Ans,1,17,27,14,58520,5,Pop,Smartphone,O
3556,18-25 Ans,18,25,29,81,37366,35,Rock,Ordinateur,N
3557,26-40 Ans,26,40,20,39,54113,Rap,Smart TV,N,
3558,41-60 Ans,41,60,19,67,61833,59,Pop,Smartphone,N
3559,Moins de 18 Ans,1,17,28,82,35003,18,Rock,Ordinateur,O
3560,18-25 Ans,18,25,12,13,98974,14,Rap,Smart TV,N
3561,26-40 Ans,26,40,19,9,30715,7,Pop,Smartphone,N
3562,41-60 Ans,41,60,10,62,91920,27,Rock,Ordinateur,N
3563,Moins de 18 Ans,1,17,19,93,54717,23,Rap,Smart TV,O
3564,18-25 Ans,18,25,17,5,26101,37,Pop,Smartphone,N
3565,26-40 Ans,26,40,24,41,58539,63,Rock,Ordinateur,N
3566,41-60 Ans,41,60,26,28,40477,19,Rap,Smart TV,N
3567,Moins de 18 Ans,1,17,23,21,70214,49,Pop,Smartphone,O
3568,18-25 Ans,18,25,14,23,58787,53,Rock,Ordinateur,N
3569,26-40 Ans,26,40,12,52,44524,76,Rap,Smart TV,N
3570,41-60 Ans,41,60,27,48,68017,32,Pop,Smartphone,N
3571,Moins de 18 Ans,1,17,21,9,29755,97,Rock,Ordinateur,O
3572,18-25 Ans,18,25,16,71,53776,84,Rap,Smart TV,N
3573,26-40 Ans,26,40,11,78,58772,69,Pop,Smartphone,N
3574,41-60 Ans,41,60,16,76,30360,79,Rock,Ordinateur,N
3575,Moins de 18 Ans,1,17,29,71255,33,Rap,Smart TV,O,
3576,18-25 Ans,18,25,11,49,41211,33,Pop,Smartphone,N
3577,26-40 Ans,26,40,16,9,67946,58,Rock,Ordinateur,N
3578,41-60 Ans,41,60,23,96,29555,56,Rap,Smart TV,N
3579,Moins de 18 Ans,1,17,29,91,94539,63,Pop,Smartphone,O
3580,18-25 Ans,18,25,18,93,74160,21,Rock,Ordinateur,N
3581,26-40 Ans,26,40,17,72,32798,79,Rap,Smart TV,N
3582,41-60 Ans,41,60,20,5,61413,87,Pop,Smartphone,N
3583,Moins de 18 Ans,1,17,12,18,36177,64,Rock,Ordinateur,O
3584,18-25 Ans,18,25,24,4,71619,77,Rap,Smart TV,N
3585,26-40 Ans,26,40,24,66,48624,21,Pop,Smartphone,N
3586,41-60 Ans,41,60,12,46,59652,2,Rock,Ordinateur,N
3587,Moins de 18 Ans,1,17,16,19,55348,78,Rap,Smart TV,O
3588,18-25 Ans,18,25,18,19,63518,24,Pop,Smartphone,N
3589,26-40 Ans,26,40,22,37,49525,5,Rock,Ordinateur,N
3590,41-60 Ans,41,60,10,57,55732,42,Rap,Smart TV,N
3591,Moins de 18 Ans,1,17,11,49,55953,48,Pop,Smartphone,O
3592,18-25 Ans,18,25,16,83,22008,24,Rock,Ordinateur,N
3593,26-40 Ans,26,40,11,62,60957,83,Rap,Smart TV,N
3594,41-60 Ans,41,60,17,51,72480,17,Pop,Smartphone,N
3595,Moins de 18 Ans,1,17,21,19,72666,35,Rock,Ordinateur,O
3596,18-25 Ans,18,25,13,24,60962,56,Rap,Smart TV,N
3597,26-40 Ans,26,40,19,33,50108,85,Pop,Smartphone,N
3598,41-60 Ans,41,60,12,36,73101,93,Rock,Ordinateur,N
3599,Moins de 18 Ans,1,17,16,48,22983,65,Rap,Smart TV,O
3600,18-25 Ans,18,25,11,35,85776,87,Pop,Smartphone,N
3601,26-40 Ans,26,40,26,85,56887,64,Rock,Ordinateur,N
3602,41-60 Ans,41,60,22,5,40777,91,Rap,Smart TV,N
3603,Moins de 18 Ans,1,17,11,65,58701,99,Pop,Smartphone,O
