"ID_UTILISATEUR","DATE_NAISSANCE","PAYS_INSCRIPTION","DATE_INSCRIPTION","ANNEE_INSCRIPTION","MOIS_INSCRIPTION"
"9678","16/11/2003","Espagne","06/04/2024",2022,6
"9679","30/05/2004","Espagne","17/02/2023",2020,6
"9682","16/07/2005","Espagne","02/02/2022",2024,1
"9685","20/11/2004","Espagne","29/10/2020",2022,6
"9686","07/02/1997","Espagne","12/04/2023",2023,10
"9688","27/06/2006","Espagne","12/08/2022",2024,4
"9695","12/07/2000","Espagne","14/05/2023",2022,10
"9703","08/03/1991","Espagne","10/01/2023",2020,1
"9705","11/11/2002","Espagne","23/05/2023",2024,6
"9709","24/03/1997","Espagne","13/06/2025",2024,9
"9712","21/08/1996","Espagne","08/08/2022",2021,1
"9720","15/03/1983","Espagne","18/02/2023",2022,3
"9724","19/05/1988","Espagne","20/06/2022",2020,2
"9729","28/12/2007","Espagne","07/03/2022",2024,8
"9730","26/10/1985","Espagne","01/09/2023",2023,11
"9733","15/05/1998","Espagne","02/04/2025",2024,1
"9735","09/04/1980","Espagne","16/08/2024",2022,4
"9740","12/02/2008","Espagne","27/02/2022",2020,12
"9741","02/10/1990","Espagne","14/04/2020",2022,3
"9746","06/07/1995","Espagne","09/11/2021",2024,7
"9747","30/08/1993","Espagne","27/06/2021",2023,6
"9749","26/03/1994","Espagne","02/01/2020",2021,10
"9757","14/06/2001","Espagne","31/03/2025",2020,4
"9760","18/11/2008","Espagne","08/05/2023",2021,6
"9767","03/04/1996","Espagne","29/03/2024",2025,5
"9769","08/01/1989","Espagne","25/09/2023",2024,4
"9772","28/02/2004","Espagne","16/03/2020",2023,1
"9773","22/09/1995","Espagne","25/08/2022",2021,7
"9776","28/11/2001","Espagne","29/07/2023",2025,6
"9778","02/10/2009","Espagne","15/09/2020",2020,10
"9784","10/02/1988","Espagne","14/02/2024",2022,8
"9800","31/01/1993","Espagne","14/04/2024",2021,2
"9801","03/08/1987","Espagne","27/10/2022",2021,3
"9803","16/03/2002","Espagne","17/03/2021",2025,4
"9812","29/12/2000","Espagne","18/02/2024",2022,3
"9813","21/02/1990","Espagne","03/12/2024",2024,12
"9814","01/04/2002","Espagne","12/09/2020",2020,4
"9815","30/12/1990","Espagne","02/03/2022",2024,6
"9820","30/07/1988","Espagne","05/05/2025",2023,7
"9821","26/07/1994","Espagne","02/02/2025",2022,5
"9823","17/04/1984","Espagne","27/08/2024",2023,11
"9827","07/12/1982","Espagne","27/07/2022",2023,7
"9831","20/06/2001","Espagne","13/03/2020",2020,1
"9835","20/06/2001","Espagne","24/04/2024",2020,12
"9836","22/07/1985","Espagne","03/12/2021",2024,10
"9837","26/12/1998","Espagne","25/08/2020",2024,4
"9838","15/06/1988","Espagne","15/04/2023",2021,1
"9845","28/10/2006","Espagne","24/09/2021",2025,12
"9852","19/11/1981","Espagne","04/08/2024",2023,11
"9853","03/06/1998","Espagne","06/05/2020",2022,10
"9854","15/09/1990","Espagne","26/03/2025",2025,8
"9860","15/10/1980","Espagne","07/07/2023",2025,4
"9861","24/09/1996","Espagne","16/05/2023",2025,12
"9866","04/09/1987","Espagne","17/08/2020",2023,7
"9877","25/07/2007","Espagne","06/01/2021",2022,3
"9878","13/05/1983","Espagne","26/07/2021",2024,4
"9882","18/08/1996","Espagne","11/08/2022",2022,7
"9897","05/02/1989","Espagne","06/03/2022",2025,4
"9900","03/02/1983","Espagne","07/06/2022",2023,10
"9902","31/03/2005","Espagne","27/08/2020",2020,8
"9905","27/12/1993","Espagne","02/02/2020",2023,1
"9909","15/06/1980","Espagne","19/10/2023",2023,9
"9910","08/07/2000","Espagne","23/11/2024",2021,4
"9917","01/02/2003","Espagne","05/07/2024",2020,8
"9919","02/04/1998","Espagne","31/05/2023",2021,8
"9920","10/10/1999","Espagne","27/04/2021",2022,6
"9929","27/03/1994","Espagne","26/10/2020",2023,2
"9931","08/08/1986","Espagne","04/03/2022",2022,1
"9939","14/09/1998","Espagne","13/04/2022",2023,8
"9943","24/05/2005","Espagne","24/08/2024",2025,11
"9948","18/06/1987","Espagne","16/09/2020",2021,7
"9949","27/06/1987","Espagne","27/10/2020",2021,6
"9952","30/06/1993","Espagne","11/04/2021",2021,4
"9956","10/06/1999","Espagne","09/11/2022",2021,7
"9959","28/08/1994","Espagne","07/06/2024",2022,10
"9962","24/04/1995","Espagne","01/07/2021",2022,1
"9964","22/08/1982","Espagne","10/08/2020",2021,2
"9969","11/04/2008","Espagne","19/11/2020",2023,10
"9970","22/03/1993","Espagne","24/04/2021",2022,8
"9975","27/07/2004","Espagne","08/03/2022",2022,4
"9976","22/10/2004","Espagne","12/03/2025",2020,11
"9977","18/08/2004","Espagne","13/01/2023",2023,9
"9978","08/08/2005","Espagne","09/06/2024",2021,10
"9986","14/07/1982","Espagne","11/09/2020",2023,6
"9992","24/07/1996","Espagne","10/03/2025",2020,6
"9998","03/10/2005","Espagne","26/02/2022",2023,11
"10000","27/03/2004","Espagne","07/11/2024",2025,4
"10005","20/05/2003","Espagne","17/06/2024",2020,12
"10007","26/03/1993","Espagne","14/06/2024",2022,4
"10008","19/02/1980","Espagne","20/10/2023",2024,5
"10011","15/10/2003","Espagne","23/02/2021",2024,10
"10019","04/02/2007","Espagne","03/08/2023",2020,12
"10022","20/03/1980","Espagne","29/06/2020",2023,11
"10029","14/07/2007","Espagne","23/02/2025",2022,11
"10034","14/11/1990","Espagne","06/10/2022",2024,3
"10035","08/10/2009","Espagne","26/07/2022",2024,4
"10036","29/06/2006","Espagne","23/08/2024",2024,8
"10044","17/11/1982","Espagne","30/12/2020",2022,7
"10045","11/11/2003","Espagne","15/12/2022",2022,7
"10053","14/04/2001","Espagne","19/08/2021",2023,9
"10055","24/12/1982","Espagne","27/04/2025",2022,7
"10058","07/03/1993","Espagne","25/03/2020",2024,7
"10063","06/02/2001","Espagne","21/01/2021",2024,5
"10067","21/11/2001","Espagne","06/12/2024",2022,6
"10070","05/12/1993","Espagne","25/05/2024",2020,1
"10071","23/10/1985","Espagne","07/02/2024",2024,4
"10073","12/01/1992","Espagne","25/02/2020",2020,7
"10075","23/10/1986","Espagne","27/03/2025",2020,5
"10084","17/11/2006","Espagne","28/04/2024",2025,1
"10092","04/08/1994","Espagne","06/01/2024",2020,1
"10096","30/01/2007","Espagne","16/09/2022",2021,9
"10098","16/10/1981","Espagne","22/06/2021",2021,9
"10101","05/11/1986","Espagne","26/04/2024",2024,8
"10108","08/08/1986","Espagne","25/10/2024",2022,4
"10111","11/02/1992","Espagne","25/09/2023",2023,1
"10112","11/01/1998","Espagne","09/10/2024",2020,1
"10114","24/05/2008","Espagne","26/12/2024",2024,12
"10115","21/09/1983","Espagne","04/09/2023",2024,5
"10117","02/08/1981","Espagne","28/12/2023",2022,6
"10123","31/01/2006","Espagne","19/12/2021",2024,2
"10124","31/07/1981","Espagne","29/07/2024",2025,4
"10133","30/03/2006","Espagne","14/11/2023",2021,7
"10134","21/02/2001","Espagne","15/04/2020",2022,8
"10135","04/08/1980","Espagne","01/08/2024",2023,12
"10136","07/10/2009","Espagne","22/03/2022",2022,2
"10148","09/02/2006","Espagne","29/11/2023",2021,5
"10149","28/02/2006","Espagne","25/09/2022",2022,5
"10154","11/09/1998","Espagne","18/10/2020",2020,6
"10158","20/04/1993","Espagne","15/01/2021",2025,8
"10159","06/10/2001","Espagne","12/08/2024",2023,12
"10163","14/12/1983","Espagne","11/11/2024",2025,4
"10168","18/02/1991","Espagne","09/04/2021",2022,7
"10180","16/02/2002","Espagne","12/10/2022",2025,7
"10188","08/11/1985","Espagne","04/03/2023",2024,3
"10190","06/11/1981","Espagne","04/11/2021",2020,5
"10191","31/10/2001","Espagne","18/01/2021",2021,7
"10197","29/01/1986","Espagne","05/10/2021",2023,4
"10204","28/12/1994","Espagne","19/01/2021",2020,12
"10208","01/09/2008","Espagne","25/04/2020",2023,4
"10209","21/06/2002","Espagne","20/11/2024",2023,11
"10213","07/10/1985","Espagne","23/04/2024",2021,3
"10220","17/03/1990","Espagne","11/04/2025",2022,7
"10225","06/08/1993","Espagne","29/01/2022",2024,11
"10226","27/09/1989","Espagne","14/01/2020",2020,7
"10227","14/01/2004","Espagne","28/03/2022",2024,7
"10233","12/07/1997","Espagne","10/04/2020",2021,4
"10239","14/05/1981","Espagne","25/01/2021",2020,12
"10240","15/07/2001","Espagne","23/02/2023",2023,9
"10250","14/12/1980","Espagne","28/12/2021",2020,12
"10251","06/08/1991","Espagne","29/01/2022",2021,8
"10264","17/07/2006","Espagne","06/02/2023",2021,9
"10272","19/07/2001","Espagne","12/03/2023",2022,7
"10275","29/12/1984","Espagne","12/04/2022",2022,12
"10278","04/06/1980","Espagne","17/10/2023",2023,9
"10279","26/01/1993","Espagne","12/02/2022",2024,6
"10285","10/11/1993","Espagne","11/03/2025",2021,1
"10289","12/06/2009","Espagne","26/02/2025",2022,9
"10291","01/06/2001","Espagne","09/09/2021",2021,2
"10292","04/07/1999","Espagne","07/01/2023",2021,8
"10299","10/01/1992","Espagne","15/09/2020",2023,7
"10302","04/05/1989","Espagne","18/05/2022",2021,6
"10304","01/08/1999","Espagne","27/03/2021",2024,1
"10306","10/09/1980","Espagne","12/03/2023",2023,3
"10309","25/11/1990","Espagne","29/10/2022",2021,8
"10311","23/05/2002","Espagne","27/10/2023",2023,2
"10319","02/08/1992","Espagne","13/09/2024",2023,5
"10320","04/02/1987","Espagne","09/07/2022",2023,9
"10321","20/06/2008","Espagne","13/01/2021",2022,2
"10325","23/09/1998","Espagne","16/09/2023",2021,3
"10337","03/07/1980","Espagne","05/03/2025",2023,4
"10339","23/02/1996","Espagne","07/06/2024",2020,8
"10349","20/12/1988","Espagne","02/02/2020",2020,1
"10354","29/04/1990","Espagne","18/05/2023",2022,11
"10355","14/05/1982","Espagne","07/09/2022",2021,10
"10357","12/01/1988","Espagne","16/02/2022",2020,5
"10362","07/07/1987","Espagne","22/07/2021",2024,11
"10363","26/01/1995","Espagne","10/12/2023",2022,1
"10370","23/07/2001","Espagne","15/07/2023",2023,3
"10372","18/03/1991","Espagne","29/12/2020",2025,3
"10373","05/12/1992","Espagne","19/05/2025",2020,5
"10397","01/08/2004","Espagne","12/06/2025",2024,1
"10399","22/11/2008","Espagne","25/04/2025",2024,2
"10402","26/11/1999","Espagne","03/02/2023",2022,3
"10407","31/10/2005","Espagne","13/07/2023",2022,3
"10409","03/09/1999","Espagne","15/05/2024",2024,6
"10411","02/07/2001","Espagne","28/02/2024",2020,5
"10413","10/01/1995","Espagne","06/07/2024",2020,11
"10415","29/12/2004","Espagne","24/06/2020",2021,4
"10418","23/05/2005","Espagne","19/03/2021",2025,8
"10420","05/09/2004","Espagne","22/07/2023",2022,8
"10427","30/08/1989","Espagne","03/01/2022",2021,6
"10438","31/05/2000","Espagne","27/05/2021",2023,12
"10442","18/10/1989","Espagne","02/07/2024",2020,6
"10446","08/03/2004","Espagne","02/01/2025",2023,1
"10448","27/01/1984","Espagne","09/04/2023",2023,5
"10449","22/06/1989","Espagne","21/08/2020",2020,2
"10451","24/06/1991","Espagne","07/04/2021",2021,4
"10456","02/02/1999","Espagne","25/10/2023",2025,4
"10460","10/02/1982","Espagne","14/08/2020",2020,1
"10468","03/03/2000","Espagne","12/07/2022",2023,8
"10473","17/01/2006","Espagne","23/03/2024",2023,12
"10474","25/10/1981","Espagne","01/08/2022",2022,2
"10477","30/05/1985","Espagne","25/11/2022",2023,6
"10478","28/08/2005","Espagne","06/09/2021",2023,2
"10482","11/02/2006","Espagne","06/09/2024",2025,11
"10485","04/10/1998","Espagne","30/11/2023",2021,2
"10488","04/02/2006","Espagne","13/01/2020",2023,12
"10493","01/08/1994","Espagne","27/02/2024",2020,8
"10496","11/06/1981","Espagne","25/06/2024",2020,11
"10503","13/08/1987","Espagne","20/05/2023",2022,1
"10505","11/12/1989","Espagne","07/02/2020",2020,3
"10517","03/12/1981","Espagne","29/03/2021",2022,6
"10526","07/03/1997","Espagne","24/03/2021",2024,5
"10527","10/09/1988","Espagne","02/04/2024",2023,3
"10531","21/04/1998","Espagne","18/08/2024",2024,8
"10549","12/01/2009","Espagne","21/02/2022",2021,3
"10552","22/01/2007","Espagne","09/02/2024",2024,7
"10556","05/08/1997","Espagne","17/07/2024",2021,4
"10565","20/04/1996","Espagne","25/01/2021",2020,3
"10577","25/01/1991","Espagne","14/12/2020",2023,3
"10583","26/11/2008","Espagne","07/07/2021",2023,12
"10584","20/05/1981","Espagne","26/01/2025",2024,5
"10588","22/09/1999","Espagne","15/10/2021",2022,1
"10597","28/11/1989","Espagne","13/01/2024",2021,9
"10598","30/12/1996","Espagne","22/01/2020",2025,1
"10600","05/02/2003","Espagne","13/02/2020",2020,6
"10602","01/03/2006","Espagne","11/12/2024",2022,5
"10604","13/09/1991","Espagne","02/02/2020",2021,8
"10607","25/08/1991","Espagne","21/09/2022",2023,7
"10608","28/11/2003","Espagne","14/11/2020",2020,8
"10610","28/12/2007","Espagne","04/10/2021",2021,9
"10611","17/05/2006","Espagne","01/03/2021",2023,5
"10626","17/12/1995","Espagne","11/10/2024",2021,1
"10632","07/02/2007","Espagne","14/12/2021",2021,3
"10633","21/07/1985","Espagne","21/03/2021",2023,2
"10634","27/01/1985","Espagne","28/04/2024",2024,7
"10635","20/01/1993","Espagne","12/02/2022",2025,7
"10640","11/11/2000","Espagne","14/08/2023",2025,5
"10649","06/01/2007","Espagne","03/03/2025",2023,1
"10656","22/11/1996","Espagne","01/01/2024",2024,8
"10660","03/06/2001","Espagne","25/10/2020",2021,4
"10661","17/10/1984","Espagne","09/01/2021",2020,9
"10662","22/11/1990","Espagne","11/09/2024",2022,3
"10672","23/04/1989","Espagne","07/01/2020",2024,5
"10673","06/04/1986","Espagne","16/05/2022",2022,5
"10677","12/11/2009","Espagne","16/03/2023",2021,8
"10679","16/09/1997","Espagne","01/05/2021",2021,9
"10682","12/05/1999","Espagne","13/08/2020",2021,5
"10683","06/02/2009","Espagne","08/06/2022",2022,9
"10686","22/09/1995","Espagne","21/09/2020",2025,3
"10694","02/11/1998","Espagne","30/11/2022",2022,4
"10700","25/07/2005","Espagne","23/05/2022",2020,2
"10703","14/04/1999","Espagne","20/04/2023",2024,4
"10704","19/02/2000","Espagne","01/03/2024",2021,3
"10712","04/11/1993","Espagne","31/12/2021",2022,9
"10716","03/10/1982","Espagne","10/08/2020",2021,5
"10718","26/10/1993","Espagne","10/04/2025",2022,6
"10719","01/04/2007","Espagne","27/04/2024",2024,12
"10725","23/12/1980","Espagne","23/10/2020",2022,6
"10727","16/08/1991","Espagne","15/11/2021",2023,12
"10732","13/04/1991","Espagne","28/06/2021",2020,7
"10733","21/09/2008","Espagne","24/03/2023",2025,1
"10736","26/11/1995","Espagne","22/01/2025",2023,3
"10742","03/07/1997","Espagne","18/10/2020",2021,4
"10744","04/05/1994","Espagne","16/02/2022",2023,10
"10748","03/08/2008","Espagne","03/05/2020",2021,12
"10752","23/04/2006","Espagne","19/12/2020",2022,4
"10764","11/01/2002","Espagne","09/12/2023",2023,1
"10769","26/07/2005","Espagne","30/08/2021",2020,10
"10771","12/03/1999","Espagne","14/10/2022",2021,2
"10773","16/11/1990","Espagne","27/10/2021",2022,12
"10777","18/09/2000","Espagne","08/07/2024",2022,7
"10779","24/03/2001","Espagne","19/02/2022",2022,2
"10782","31/12/2001","Espagne","27/06/2020",2022,10
"10790","14/11/1998","Espagne","21/08/2022",2023,1
"10791","24/02/1980","Espagne","27/06/2022",2021,3
"10792","25/12/1999","Espagne","17/05/2022",2020,2
"10793","02/02/1987","Espagne","02/04/2024",2023,11
"10798","19/08/2001","Espagne","07/04/2022",2021,6
"10806","16/11/2001","Espagne","31/05/2024",2020,4
"10809","16/03/1994","Espagne","29/05/2020",2023,8
"10812","18/09/2005","Espagne","07/02/2020",2022,11
"10815","17/12/1981","Espagne","09/02/2022",2020,3
"10819","21/05/1996","Espagne","04/06/2023",2022,4
"10830","23/10/2005","Espagne","09/12/2023",2023,6
"10835","19/01/1985","Espagne","17/01/2024",2020,12
"10836","18/08/2006","Espagne","02/10/2024",2023,5
"10837","06/10/1988","Espagne","24/02/2023",2024,7
"10841","30/06/1990","Espagne","07/10/2020",2022,6
"10846","08/02/1995","Espagne","12/05/2022",2023,10
"10853","11/09/2009","Espagne","02/04/2025",2022,4
"10854","01/09/1993","Espagne","18/09/2022",2022,2
"10863","13/07/1988","Espagne","08/11/2022",2022,10
"10867","21/09/1982","Espagne","03/07/2023",2022,11
"10868","31/10/2001","Espagne","30/11/2020",2023,2
"10872","09/08/1981","Espagne","28/08/2023",2025,4
"10877","22/05/1989","Espagne","30/09/2021",2021,6
"10878","28/11/2009","Espagne","05/05/2020",2020,7
"10882","12/08/1992","Espagne","15/04/2021",2023,3
"10885","13/09/2009","Espagne","10/01/2025",2022,7
"10900","18/11/1994","Espagne","26/03/2020",2024,9
"10902","01/05/1988","Espagne","13/12/2021",2021,5
"10904","07/02/1991","Espagne","09/01/2022",2025,11
"10905","17/05/1997","Espagne","28/11/2022",2023,10
"10908","15/03/1991","Espagne","13/01/2022",2020,12
"10913","21/12/1987","Espagne","09/11/2021",2025,1
"10917","12/09/1993","Espagne","29/12/2024",2021,1
"10924","17/02/1999","Espagne","16/11/2024",2024,9
"10926","16/04/2004","Espagne","12/12/2020",2023,2
"10927","15/12/2003","Espagne","11/10/2024",2024,6
"10930","21/02/1990","Espagne","02/09/2021",2021,10
"10934","17/02/1986","Espagne","06/12/2024",2022,8
"10936","06/10/1989","Espagne","08/01/2020",2025,2
"10941","12/09/1993","Espagne","15/04/2021",2025,9
"10942","25/03/1995","Espagne","21/01/2022",2023,12
"10943","04/03/2000","Espagne","28/03/2024",2024,10
"10949","28/06/1985","Espagne","03/05/2021",2020,7
"10950","14/12/2005","Espagne","16/01/2025",2023,10
"10953","09/01/2004","Espagne","16/08/2021",2025,2
"10954","05/09/1981","Espagne","28/05/2022",2022,2
"10958","10/06/1980","Espagne","25/05/2020",2020,1
"10959","19/09/1995","Espagne","06/01/2025",2020,8
"10960","16/04/1997","Espagne","17/03/2023",2023,8
"10964","24/02/2000","Espagne","25/02/2024",2025,5
"10971","22/06/1980","Espagne","21/06/2022",2022,4
"10973","29/10/1989","Espagne","01/05/2025",2022,4
"10976","25/08/2009","Espagne","28/03/2020",2022,8
"10980","16/06/1998","Espagne","18/05/2021",2021,10
"10982","02/08/1985","Espagne","27/12/2023",2022,9
"10985","28/05/1981","Espagne","26/11/2023",2021,6
"10986","24/08/2009","Espagne","19/07/2024",2023,5
"10990","02/02/1994","Espagne","20/01/2022",2023,5
"10991","25/08/2006","Espagne","14/01/2024",2025,12
"10993","10/09/1998","Espagne","11/10/2024",2021,8
"10997","18/08/1992","Espagne","29/03/2021",2021,4
"1003","13/01/1996","Espagne","17/07/2022",2021,3
"1006","12/06/1983","Espagne","07/06/2023",2024,2
"1010","18/07/1993","Espagne","29/10/2020",2023,10
"1020","13/02/1995","Espagne","10/07/2021",2020,8
"1022","22/03/2007","Espagne","28/06/2023",2023,1
"1024","28/12/2005","Espagne","19/12/2022",2021,1
"1035","13/01/1989","Espagne","13/04/2023",2023,4
"1038","05/02/2003","Espagne","18/08/2020",2023,12
"1043","09/03/1989","Espagne","31/07/2023",2020,2
"1046","06/04/2001","Espagne","04/09/2021",2023,7
"1053","26/12/1996","Espagne","13/06/2021",2024,3
"1054","21/05/2008","Espagne","20/05/2023",2024,3
"1055","13/03/2004","Espagne","05/12/2023",2023,11
"1064","13/08/1982","Espagne","22/11/2020",2022,5
"1068","01/09/1987","Espagne","23/04/2025",2023,7
"1069","03/05/1999","Espagne","02/08/2021",2024,5
"1072","21/03/1984","Espagne","07/12/2022",2022,12
"1076","28/05/1996","Espagne","11/03/2024",2020,4
"1077","27/04/1983","Espagne","06/06/2020",2021,2
"1082","17/08/1985","Espagne","23/05/2022",2024,5
"1083","19/02/1983","Espagne","28/08/2024",2023,7
"1089","17/03/1983","Espagne","12/08/2024",2024,7
"1090","03/01/1988","Espagne","23/12/2024",2024,1
"1091","27/05/1989","Espagne","21/12/2024",2022,7
"1092","01/10/1987","Espagne","22/05/2020",2021,2
"1103","14/11/1981","Espagne","07/05/2021",2025,12
"1110","14/06/1982","Espagne","30/10/2021",2024,4
"1118","28/04/1999","Espagne","18/02/2023",2021,12
"1122","11/09/2006","Espagne","08/03/2020",2022,1
"1131","09/02/1995","Espagne","06/07/2020",2022,4
"1132","07/12/1987","Espagne","15/02/2020",2021,6
"1145","04/06/1998","Espagne","21/09/2021",2023,12
"1146","26/12/1987","Espagne","06/10/2023",2022,5
"1147","19/09/1984","Espagne","04/06/2020",2020,9
"1149","09/12/2002","Espagne","12/05/2025",2022,1
"1150","05/01/1993","Espagne","16/08/2021",2023,6
"1151","13/03/1997","Espagne","09/05/2020",2021,10
"1152","28/09/1983","Espagne","14/07/2023",2021,6
"1154","13/06/1992","Espagne","20/10/2022",2020,6
"1155","04/04/2002","Espagne","29/07/2023",2025,1
"1158","10/04/1989","Espagne","11/07/2022",2024,9
"1164","04/07/1986","Espagne","30/09/2023",2025,2
"1165","23/06/1996","Espagne","22/11/2022",2020,11
"1166","08/02/2000","Espagne","02/03/2022",2021,8
"1167","19/10/1982","Espagne","12/03/2025",2023,4
"1171","03/11/2009","Espagne","05/08/2023",2022,7
"1173","30/12/2005","Espagne","28/03/2021",2020,5
"1177","28/05/1997","Espagne","07/10/2023",2025,1
"1182","11/01/1995","Espagne","25/05/2022",2021,1
"1183","30/10/2003","Espagne","17/03/2023",2021,2
"1191","20/02/1989","Espagne","26/11/2020",2025,10
"1194","08/12/1986","Espagne","02/10/2022",2022,1
"1201","24/03/2008","Espagne","17/08/2020",2020,5
"1202","30/04/1981","Espagne","30/12/2020",2020,10
"1204","23/09/1987","Espagne","07/09/2023",2020,10
"1214","06/01/1982","Espagne","15/07/2020",2022,10
"1215","29/03/2000","Espagne","30/08/2023",2022,6
"1232","04/12/1984","Espagne","08/05/2020",2020,1
"1242","25/02/1991","Espagne","05/11/2024",2025,9
"1243","16/03/1988","Espagne","02/06/2025",2022,11
"1246","08/09/2007","Espagne","23/08/2021",2024,12
"1248","29/12/1991","Espagne","05/06/2024",2021,7
"1249","17/09/1995","Espagne","02/06/2024",2021,1
"1250","14/07/1991","Espagne","31/10/2023",2022,9
"1255","30/09/2003","Espagne","04/08/2022",2020,5
"1256","07/07/2005","Espagne","31/08/2023",2020,5
"1259","18/04/1999","Espagne","28/07/2024",2023,6
"1260","18/11/1980","Espagne","02/02/2023",2023,3
"1265","04/10/1983","Espagne","29/09/2023",2020,2
"1266","24/04/1987","Espagne","23/03/2025",2023,5
"1267","03/07/2006","Espagne","09/12/2023",2021,4
"1272","29/08/1984","Espagne","19/04/2022",2025,11
"1273","30/06/1992","Espagne","01/06/2024",2021,10
"1276","26/10/1983","Espagne","23/10/2024",2024,3
"1278","27/06/1981","Espagne","27/01/2020",2023,12
"1279","18/07/1993","Espagne","26/09/2024",2021,11
"1281","21/08/1998","Espagne","04/06/2025",2024,7
"1284","08/10/1990","Espagne","06/08/2021",2022,10
"1286","24/08/2005","Espagne","25/02/2023",2024,4
"1288","05/12/1994","Espagne","11/08/2021",2024,10
"1293","11/04/1982","Espagne","07/12/2020",2022,12
"1299","20/02/1997","Espagne","22/08/2023",2025,2
"1301","08/08/1982","Espagne","12/08/2024",2022,5
"1312","04/10/1987","Espagne","08/01/2022",2021,2
"1318","14/11/1986","Espagne","30/07/2024",2024,12
"1322","29/07/1983","Espagne","05/09/2023",2025,8
"1325","17/05/2002","Espagne","07/07/2020",2025,12
"1329","02/01/2001","Espagne","25/06/2023",2024,1
"1337","24/03/2008","Espagne","16/05/2023",2025,11
"1346","20/07/1989","Espagne","05/02/2020",2023,4
"1348","09/06/1991","Espagne","12/08/2022",2023,3
"1354","10/05/2009","Espagne","31/07/2021",2025,12
"1355","02/01/1981","Espagne","30/08/2023",2022,7
"1357","11/07/1996","Espagne","14/02/2024",2022,4
"1359","30/12/1991","Espagne","16/03/2022",2020,3
"1362","06/06/1992","Espagne","20/08/2024",2020,7
"1366","08/07/1998","Espagne","16/10/2022",2020,5
"1373","30/10/1991","Espagne","28/05/2020",2025,1
"1374","26/06/1989","Espagne","04/02/2020",2024,11
"1377","24/12/1981","Espagne","13/02/2023",2021,7
"1383","01/06/1995","Espagne","17/12/2024",2021,1
"1389","11/06/2000","Espagne","13/12/2021",2022,7
"1394","25/07/1980","Espagne","14/02/2025",2020,2
"1400","30/05/2001","Espagne","07/08/2024",2022,2
"1402","09/05/1999","Espagne","21/11/2021",2021,12
"1403","28/02/2008","Espagne","07/12/2024",2022,3
"1412","01/03/1982","Espagne","25/03/2020",2021,12
"1416","18/01/2003","Espagne","23/11/2020",2021,11
"1420","14/09/2006","Espagne","01/11/2022",2023,1
"1421","28/06/1987","Espagne","18/10/2020",2024,4
"1422","31/03/1992","Espagne","19/07/2024",2020,5
"1424","26/04/1982","Espagne","06/12/2024",2023,4
"1428","04/08/1994","Espagne","19/11/2022",2022,9
"1429","27/05/1993","Espagne","10/07/2022",2020,6
"1431","23/10/2005","Espagne","01/11/2021",2020,10
"1433","22/05/1981","Espagne","26/05/2022",2023,8
"1438","26/03/2005","Espagne","30/09/2020",2021,10
"1439","26/07/2007","Espagne","01/06/2024",2025,11
"1440","28/07/2007","Espagne","01/01/2023",2022,2
"1447","06/11/2000","Espagne","28/04/2024",2021,12
"1453","15/04/1998","Espagne","22/11/2020",2021,5
"1457","10/01/2003","Espagne","25/08/2021",2021,8
"1461","03/08/1986","Espagne","14/10/2024",2021,11
"1470","21/07/1980","Espagne","10/10/2021",2024,3
"1471","31/03/1993","Espagne","23/03/2024",2022,2
"1477","16/04/2006","Espagne","10/03/2024",2024,2
"1479","29/03/1997","Espagne","04/11/2023",2021,4
"1480","24/12/2006","Espagne","03/06/2022",2022,7
"1481","26/05/2007","Espagne","25/05/2020",2024,3
"1485","02/11/1996","Espagne","02/08/2023",2020,8
"1494","26/01/1987","Espagne","05/10/2024",2021,12
"1495","26/12/1980","Espagne","19/03/2024",2022,11
"1496","08/01/2004","Espagne","29/04/2022",2024,5
"1497","07/05/2008","Espagne","24/12/2021",2024,11
"1504","10/11/1987","Espagne","28/09/2023",2024,4
"1506","23/08/1985","Espagne","09/02/2020",2022,1
"1508","27/01/2006","Espagne","05/11/2020",2020,9
"1524","27/09/2000","Espagne","14/01/2021",2025,12
"1527","03/08/1993","Espagne","02/02/2021",2024,1
"1533","31/05/1994","Espagne","02/11/2022",2023,2
"1535","28/05/1996","Espagne","28/05/2020",2021,3
"1544","05/12/1998","Espagne","25/09/2020",2020,6
"1545","01/11/1980","Espagne","04/07/2020",2024,6
"1548","15/05/1995","Espagne","05/02/2020",2024,12
"1554","24/11/1992","Espagne","19/11/2023",2023,3
"1557","02/06/2004","Espagne","19/04/2022",2023,9
"1559","07/02/1982","Espagne","02/08/2024",2022,11
"1560","12/05/1991","Espagne","12/08/2024",2020,9
"1571","17/12/2002","Espagne","25/02/2022",2021,4
"1578","17/07/1990","Espagne","11/02/2024",2024,9
"1581","09/12/2004","Espagne","01/10/2021",2020,2
"1584","22/07/2009","Espagne","09/11/2020",2022,1
"1585","29/08/2009","Espagne","24/10/2021",2024,2
"1589","10/05/1988","Espagne","12/03/2023",2024,3
"1598","08/03/1986","Espagne","26/05/2025",2022,7
"1603","26/01/1985","Espagne","11/12/2024",2021,11
"1605","20/09/1986","Espagne","21/11/2021",2023,2
"1613","12/03/1987","Espagne","23/05/2022",2025,4
"1616","15/08/1981","Espagne","22/11/2020",2021,10
"1617","21/05/1996","Espagne","14/06/2024",2025,8
"1619","12/02/2003","Espagne","20/10/2022",2020,3
"1622","01/11/1988","Espagne","15/05/2023",2023,2
